City,State,Professional,Service,Office,Construction,Production
Ruthville,VA,22.1,18.6,25.8,11.5,22.1
Rutledge,MO,29.6,18.7,17.8,17.6,16.3
Rutledge,TN,24.0,13.9,22.2,15.9,24.0
Sabana Grande,PR,33.4,25.5,20.8,8.9,11.3
Sacramento,KY,30.5,14.1,20.8,12.7,21.9
Sacred Heart,MN,32.5,15.4,17.8,14.1,20.2
Sadieville,KY,58.400000000000006,32.9,43.7,16.5,48.4
Safford,AL,26.5,22.8,24.4,5.5,20.8
Safford,AZ,29.8,21.3,20.9,16.1,11.9
Saginaw,MI,30.4,21.3,25.5,7.7,15.2
Saint Ansgar,IA,30.0,15.9,18.5,15.1,20.5
Saint Bonifacius,MN,47.7,15.6,23.2,4.3,9.2
Saint Clair,MO,28.1,15.4,23.8,12.9,19.8
Saint Clair Shores,MI,33.8,17.9,25.3,7.5,15.6
Saint Hilaire,MN,28.4,13.8,29.7,9.6,18.5
Saint John,ND,37.5,20.9,20.8,12.6,8.2
Saint Louis,MO,82.80000000000001,39.5,48.599999999999994,10.3,18.8
Saint Marks,FL,29.5,19.8,29.5,12.6,8.7
Saint Mary,MO,28.2,13.2,22.7,14.5,21.4
Saint Marys,GA,33.1,19.3,25.7,10.8,11.0
Saint Marys,KS,38.8,14.0,21.7,13.0,12.6
Saint Onge,SD,30.6,22.6,23.8,14.0,9.0
Saint Paris,OH,26.5,15.9,21.5,9.5,26.6
Saint Paul,MN,43.1,17.2,23.0,5.2,11.5
Saint Petersburg,FL,37.4,18.9,28.0,7.2,8.6
Saint Simons Island,GA,31.9,23.5,24.6,8.8,11.2
Saint Vincent,MN,33.9,14.3,17.5,11.5,22.8
Salem,MO,52.0,37.7,33.2,31.799999999999997,45.4
Salem,OR,30.2,19.5,24.2,12.8,13.4
Salem,VA,38.3,13.3,26.4,8.7,13.3
Salemburg,NC,24.6,16.4,20.6,18.4,20.0
Salina,OK,27.7,20.2,22.6,12.8,16.8
Salinas,CA,27.6,20.5,20.7,20.0,11.2
Salinas,PR,28.2,22.3,21.3,17.5,10.7
Salisbury,NC,28.7,18.1,22.6,12.4,18.2
Salt Lake City,UT,37.4,14.9,27.5,8.2,12.0
Saltillo,TN,23.6,20.4,24.1,11.4,20.6
Saluda,VA,28.6,19.8,24.8,13.6,13.2
Salvisa,KY,29.0,15.9,25.5,10.5,19.0
Salyersville,KY,28.1,19.1,16.1,20.0,16.8
San Acacia,NM,35.7,26.5,15.3,10.8,11.8
San Angelo,TX,36.8,12.3,19.9,13.8,17.3
San Augustine,TX,20.5,16.9,22.0,15.6,25.0
San Bernardino,CA,28.7,18.9,25.4,10.2,16.7
San Francisco,CA,53.4,17.0,20.5,3.7,5.4
San German,PR,57.400000000000006,42.8,56.0,19.4,24.3
San Juan,PR,66.5,43.8,58.9,15.6,15.2
San Juan,TX,25.9,23.7,26.1,13.1,11.2
San Lorenzo,PR,29.3,20.6,25.6,11.7,12.9
San Rafael,CA,51.4,15.8,22.8,5.6,4.4
San Sebastian,PR,32.2,15.7,26.6,14.0,11.6
San Ygnacio,TX,16.7,29.4,16.0,20.4,17.5
Sand Lake,MI,25.0,16.2,23.5,13.0,22.3
Sanders,MT,31.1,12.7,18.5,33.5,4.2
Sanderson,FL,29.6,20.4,24.0,11.5,14.5
Sandy Hook,MS,56.4,26.1,47.6,33.8,36.1
Sandy Ridge,NC,29.8,17.5,18.6,12.1,22.0
Sanford,NC,60.8,36.5,46.8,23.200000000000003,32.6
Santa Barbara,CA,35.2,21.3,21.2,14.0,8.3
Santa Fe,NM,43.3,20.4,21.5,8.0,6.8
Santa Rosa,CA,36.3,19.8,23.4,10.6,9.8
Santa Teresa,NM,31.7,22.8,25.4,11.6,8.5
Sarahsville,OH,22.9,15.9,25.0,10.5,25.7
Sarasota,FL,34.2,22.8,26.9,9.0,7.1
Sardis,OH,22.6,14.7,23.4,21.9,17.4
Satanta,KS,27.5,15.4,20.2,22.4,14.5
Saucier,MS,22.2,25.0,22.3,15.3,15.2
Sauk Rapids,MN,29.5,17.4,21.3,11.5,20.3
Saulsbury,TN,26.0,20.3,19.8,9.2,24.7
Savage,MT,28.7,12.4,23.4,21.7,13.8
Savannah,GA,35.1,21.2,23.5,8.8,11.4
Savonburg,KS,29.6,17.3,19.8,9.2,24.1
Sawyer,OK,27.8,23.2,19.3,13.5,16.3
Saxe,VA,25.1,21.6,23.1,15.8,14.4
Scandia,KS,35.1,17.1,20.2,13.5,14.1
Schellsburg,PA,25.8,17.1,22.1,13.4,21.5
Schlater,MS,31.5,19.2,23.5,9.8,16.1
Scobey,MT,43.8,18.1,21.1,9.2,7.9
Scottown,OH,28.4,17.3,23.9,11.0,19.4
Scotts Hill,TN,26.1,14.9,21.6,12.4,25.0
Scottsville,KY,25.2,14.3,21.3,13.9,25.3
Scottsville,NY,41.9,17.8,24.3,5.7,10.3
Scottsville,VA,24.2,23.1,24.2,16.9,11.7
Seal Beach,CA,40.1,17.5,25.6,6.8,10.1
Seattle,WA,49.1,15.6,21.1,5.6,8.6
Sebasco Estates,ME,36.7,19.4,22.9,10.4,10.6
Secor,IL,37.1,17.5,22.6,8.9,14.0
Sedalia,KY,27.9,19.2,22.3,11.9,18.7
Sedalia,MO,27.0,17.9,21.8,9.6,23.7
Sedgwick,CO,34.4,19.9,19.3,13.6,12.7
Selby,SD,32.8,20.2,22.0,15.3,9.8
Selfridge,ND,40.8,26.7,19.3,5.6,7.6
Selinsgrove,PA,26.5,19.2,22.0,12.4,19.9
Selmer,TN,26.5,16.5,19.4,12.5,25.0
Seminary,MS,22.4,15.2,24.3,19.2,18.9
Seneca,SC,31.0,18.0,22.0,10.2,18.7
Seney,MI,25.8,25.2,22.1,14.0,12.9
Senoia,GA,34.0,16.3,24.2,10.0,15.4
Sentinel,OK,31.2,15.6,22.1,14.8,16.3
Sextons Creek,KY,25.2,18.0,24.1,15.0,17.7
Seymour,TX,37.6,12.0,21.9,21.7,6.8
Shady Dale,GA,23.3,15.0,22.6,19.0,20.1
Shalimar,FL,34.0,22.4,25.3,9.6,8.8
Shallowater,TX,26.1,18.0,23.2,17.6,15.0
Shambaugh,IA,33.5,16.1,21.1,9.0,20.3
Sharon,OK,28.2,14.8,20.5,20.1,16.5
Sharon Grove,KY,22.8,13.4,18.9,15.9,29.0
Shattuck,OK,35.9,8.9,21.9,19.0,14.3
Shawnee,OK,31.0,19.3,23.5,12.4,13.8
Shawsville,VA,29.7,13.9,22.3,15.7,18.4
Sheboygan,WI,29.1,17.2,21.7,8.0,24.0
Shellsburg,IA,32.5,13.8,23.8,11.1,18.8
Shelton,CT,44.1,17.6,23.8,7.5,7.0
Sheridan Lake,CO,40.5,19.6,16.9,14.5,8.4
Shermans Dale,PA,28.7,14.8,25.0,14.7,16.7
Sherwood,MI,22.8,19.3,23.6,9.6,24.7
Shields,ND,34.7,17.2,23.3,12.0,12.8
Shippenville,PA,29.8,22.0,19.7,12.5,15.9
Shipshewana,IN,19.5,12.1,15.8,11.8,40.9
Shirley,AR,31.4,21.6,14.1,21.0,11.9
Shoshone,ID,49.2,39.7,35.7,42.099999999999994,33.3
Shuqualak,MS,22.9,21.9,15.2,13.3,26.8
Sibley,IA,29.1,15.6,18.8,17.9,18.6
Sidney,AR,27.7,19.4,18.5,17.7,16.7
Sidney,KY,29.2,17.5,24.1,15.7,13.5
Sikeston,MO,26.7,20.8,21.9,11.2,19.4
Silver City,IA,33.4,18.6,21.8,11.1,15.1
Silver City,MS,26.6,20.1,22.8,11.7,18.8
Silver City,NM,33.7,21.2,22.4,15.7,7.0
Silver Creek,NE,30.2,19.2,22.6,12.5,15.5
Silverton,TX,33.7,16.6,16.6,20.6,12.4
Simpson,IL,21.7,23.6,20.1,13.5,21.1
Singer,LA,25.9,17.0,21.7,16.9,18.5
Sioux Falls,SD,33.2,17.4,27.2,8.6,13.6
Sitka,AK,37.6,18.6,21.4,11.6,10.8
Skagway,AK,27.5,16.9,21.0,10.2,24.4
Skamokawa,WA,28.0,17.6,19.5,15.4,19.6
Skidmore,MO,67.19999999999999,39.2,36.0,26.0,31.599999999999998
Slaterville Springs,NY,51.8,17.7,18.0,6.1,6.5
Sledge,MS,23.9,36.6,21.5,3.5,14.5
Slinger,WI,35.4,14.0,25.1,8.7,16.8
Smartville,CA,28.1,20.9,24.7,14.7,11.7
Smelterville,ID,27.9,23.0,21.3,16.9,10.9
Smithburg,WV,26.5,14.8,26.5,23.5,8.7
Smithfield,NC,34.5,15.8,25.0,12.2,12.5
Smithville,GA,33.0,20.0,21.0,7.8,18.2
Smithville,TN,27.8,12.3,21.2,9.0,29.7
Sneedville,TN,26.6,19.4,14.7,17.3,22.1
Snelling,CA,22.7,18.6,21.2,20.2,17.4
Snook,TX,27.4,16.4,22.8,15.9,17.6
Snyder,TX,24.4,19.6,19.4,23.9,12.7
Social Circle,GA,31.3,18.9,21.1,11.0,17.6
Soddy Daisy,TN,24.4,19.1,20.5,15.3,20.7
Soldier,KS,33.0,16.0,21.5,11.9,17.6
Solon Springs,WI,29.5,21.2,24.1,9.6,15.5
Somerset,OH,26.1,19.5,20.2,14.0,20.1
Somerville,OH,36.7,17.0,24.9,7.0,14.3
Sondheimer,LA,27.9,27.6,15.5,14.5,14.5
Sonora,TX,25.8,14.6,14.5,26.8,18.3
Sorento,IL,26.4,21.2,26.2,9.0,17.3
Sour Lake,TX,32.2,13.2,23.5,15.8,15.2
South Beloit,IL,30.3,17.6,24.3,7.4,20.3
South Bend,IN,34.6,17.6,24.6,7.1,16.1
South Fork,CO,34.6,11.0,25.9,18.8,9.7
South Plains,TX,29.4,15.8,18.4,22.9,13.5
South Portsmouth,KY,34.5,17.2,22.9,9.9,15.4
South Sioux City,NE,21.6,17.5,20.9,12.7,27.3
Southport,ME,32.7,19.4,20.8,15.3,11.7
Sparks,NV,30.6,15.3,31.2,10.0,12.9
Sparta,GA,55.0,54.9,40.7,17.5,31.9
Spearville,KS,21.5,16.3,17.8,15.2,29.2
Speedwell,TN,23.8,18.7,24.3,13.9,19.4
Speedwell,VA,27.8,18.9,23.0,8.7,21.6
Spencer,ID,22.9,20.6,12.0,26.9,17.6
Spirit Lake,IA,34.3,15.3,21.8,11.1,17.5
Spiritwood,ND,31.6,22.0,20.0,11.7,14.8
Spotsylvania,VA,39.0,18.1,23.7,9.8,9.4
Spring Hill,KS,34.2,13.0,25.4,14.0,13.5
Spring Lake,MI,34.1,15.4,22.5,8.0,19.9
Springdale,AR,36.5,16.9,23.3,9.2,14.1
Springfield,CO,38.0,20.2,15.2,17.6,9.0
Springfield,ID,30.9,15.9,20.3,16.5,16.4
Springfield,IL,41.2,18.1,25.1,7.0,8.6
Springfield,OH,29.2,18.2,24.4,8.5,19.7
Springfield,OR,34.5,20.6,24.7,8.3,11.9
Springport,IN,28.7,18.2,22.6,8.7,21.8
Spruce Pine,NC,25.2,19.9,22.2,8.0,24.8
Squaw Lake,MN,31.2,20.1,21.8,12.7,14.2
Stafford,KS,36.6,19.0,19.9,14.8,9.7
Stanardsville,VA,37.4,20.2,24.0,11.0,7.4
Stanberry,MO,33.2,19.2,18.8,14.2,14.6
Stanchfield,MN,28.4,16.3,25.5,12.6,17.2
Stanley,VA,26.0,20.3,25.0,15.0,13.6
Stanton,TN,25.0,17.5,19.4,9.5,28.6
Staples,MN,24.7,16.4,23.7,11.7,23.4
Stapleton,GA,49.7,29.6,44.8,27.0,49.0
Stapleton,NE,29.0,14.0,25.4,22.7,8.9
Star,TX,31.4,14.3,28.1,15.1,11.2
Starbuck,MN,35.2,14.9,22.7,9.1,18.1
Starkville,MS,43.9,17.0,22.1,5.8,11.2
Staten Island,NY,39.2,19.5,24.3,9.0,8.0
Statenville,GA,21.7,13.2,19.2,28.9,17.1
Statesville,NC,34.3,15.0,24.6,9.3,16.9
Statham,GA,27.3,14.6,29.7,12.2,16.3
Steamboat Rock,IA,29.4,17.9,19.1,12.8,20.8
Steamboat Springs,CO,33.0,23.1,24.2,12.1,7.6
Steens,MS,29.4,18.0,25.5,9.5,17.7
Stephan,SD,37.8,18.9,15.1,18.5,9.7
Stephens,AR,27.4,16.1,26.9,11.2,18.4
Sterling,IL,26.9,18.5,23.7,9.5,21.4
Sterling,VA,56.4,12.9,20.8,4.6,5.3
Sterling City,TX,30.7,13.9,25.2,21.4,8.7
Stet,MO,28.1,18.8,22.3,13.7,17.0
Stevenson,AL,25.3,14.1,21.1,13.0,26.6
Stewart,OH,36.7,24.2,22.5,8.3,8.3
Stilwell,KS,49.8,12.5,25.2,5.2,7.3
Stilwell,OK,24.9,18.7,18.4,14.9,23.1
Stinnett,TX,23.5,18.5,22.2,19.4,16.3
Stockport,IA,36.1,14.7,27.7,8.5,13.0
Stockton,MD,36.0,21.9,24.7,9.5,7.9
Stockton,MO,29.5,19.4,21.4,15.2,14.4
Stone Harbor,NJ,35.1,22.1,24.4,11.0,7.4
Stone Lake,WI,30.6,21.0,23.8,11.1,13.5
Stoneville,NC,25.0,18.7,24.2,11.2,20.9
Stony Point,NC,25.5,13.2,21.5,10.8,28.9
Stony Point,NY,44.0,18.5,23.5,7.0,7.0
Stowell,TX,34.4,10.7,18.9,16.4,19.6
Strafford,MO,26.6,17.1,22.5,14.0,19.9
Strandburg,SD,35.2,12.3,20.1,15.2,17.1
Strasburg,CO,41.2,16.5,26.1,7.8,8.5
Stratford,CA,25.1,22.4,19.5,19.6,13.5
Stratford,TX,29.9,10.0,20.3,18.6,21.2
Stratford,WI,33.6,14.0,24.2,8.7,19.4
Strawn,TX,25.2,16.3,22.2,16.2,20.1
Streetman,TX,26.1,23.6,19.8,16.4,14.2
Stringtown,OK,28.5,19.1,21.4,13.8,17.2
Stuart,FL,36.7,21.0,25.7,9.7,6.9
Suamico,WI,33.4,16.9,24.6,8.0,17.1
Sudlersville,MD,40.6,15.5,25.7,9.2,9.1
Suffolk,VA,38.1,17.3,21.9,9.4,13.2
Sugar City,CO,24.4,28.8,22.7,11.5,12.6
Sugar City,ID,37.4,17.0,27.5,8.5,9.6
Sula,MT,33.4,17.5,23.2,15.5,10.3
Sulligent,AL,25.9,14.1,20.6,14.7,24.7
Sullivan,IL,28.1,16.2,22.5,8.6,24.5
Sullivan,KY,24.3,16.9,20.1,19.5,19.3
Sulphur,LA,30.3,20.6,22.3,12.9,13.9
Sulphur Springs,TX,28.7,18.1,23.4,11.3,18.5
Summerfield,KS,29.7,16.3,20.6,12.2,21.1
Summersville,MO,23.1,21.3,24.3,13.9,17.4
Summertown,TN,24.0,16.4,21.7,14.5,23.5
Summit,MS,51.8,35.3,42.3,33.6,36.900000000000006
Summit,SD,37.0,16.8,20.1,11.5,14.5
Sumner,MO,26.9,16.5,24.4,12.6,19.5
Sunburg,MN,32.8,16.3,19.1,11.3,20.4
Sunbury,NC,26.5,16.9,22.7,12.4,21.6
Sunbury,PA,27.8,20.5,22.2,10.4,19.1
Sundance,WY,32.1,12.6,14.1,22.7,18.6
Sunnyside,WA,37.7,16.4,22.0,12.2,11.8
Sunset,LA,26.0,20.9,24.8,15.3,12.9
Suquamish,WA,37.9,19.1,22.4,10.2,10.4
Surry,VA,23.1,15.3,22.9,15.4,23.3
Sutton,AK,32.8,16.6,22.3,17.9,10.5
Swanquarter,NC,31.5,21.9,20.6,13.5,12.5
Swansea,SC,28.3,15.6,22.0,12.9,21.3
Sweet,ID,30.8,19.2,25.6,14.3,10.1
Sweetwater,TN,26.2,18.3,21.0,11.3,23.2
Sycamore,GA,30.9,15.0,21.7,7.0,25.3
Sylacauga,AL,18.0,19.8,21.9,12.7,27.6
Sylva,NC,32.3,20.1,21.6,12.8,13.3
Symsonia,KY,30.2,17.2,21.5,10.8,20.2
Syracuse,KS,29.4,15.1,18.4,27.0,10.1
Syracuse,UT,40.9,14.0,26.4,7.2,11.4
Tacoma,WA,33.3,18.3,24.7,10.6,13.1
Tahoka,TX,29.4,16.5,25.6,19.5,9.0
Talala,OK,36.4,18.3,23.3,10.1,11.9
Tallahassee,FL,44.3,17.9,27.1,5.5,5.2
Talmage,NE,28.9,19.7,22.1,11.5,17.8
Tannersville,VA,28.6,17.5,24.4,14.7,14.8
Taos Ski Valley,NM,35.7,25.0,21.4,12.3,5.6
Tappahannock,VA,22.5,23.9,26.4,11.4,15.7
Tarpley,TX,35.8,18.5,21.2,16.4,8.1
Taylor,AR,27.8,16.1,19.9,18.0,18.2
Taylor,MO,30.3,19.6,19.6,11.1,19.5
Taylor,MS,38.2,21.3,21.4,7.2,11.9
Taylorsville,KY,34.4,17.6,23.4,10.3,14.2
Taylorsville,NC,23.9,17.5,23.8,11.2,23.6
Tea,SD,44.7,11.4,25.6,8.5,9.9
Teigen,MT,43.7,8.3,21.7,20.1,6.3
Tekonsha,MI,27.7,19.9,22.9,7.8,21.6
Tell,TX,34.2,21.9,18.2,8.7,17.1
Terra Bella,CA,23.9,18.6,20.4,22.9,14.3
Terre Haute,IN,31.2,20.5,22.6,8.4,17.3
Terrebonne,OR,26.3,21.0,21.8,13.5,17.4
Terry,MT,40.0,16.4,15.1,21.7,6.8
The Dalles,OR,28.0,22.7,22.2,16.4,10.7
Thedford,NE,42.3,10.6,17.9,18.4,10.6
Theodosia,AR,25.2,13.8,22.8,17.4,20.8
Thornton,WV,33.7,19.4,17.6,13.7,15.7
Three Rivers,TX,27.1,17.1,21.7,14.2,19.9
Three Springs,PA,28.7,19.5,20.8,13.2,17.8
Tignall,GA,19.6,18.7,25.1,19.2,17.4
Tilden,NE,37.3,14.6,19.7,16.9,11.5
Tilden,TX,25.9,22.2,30.9,10.8,10.2
Tiline,KY,21.0,14.6,21.0,22.6,20.7
Tillar,AR,27.7,16.5,22.7,16.5,16.6
Timewell,IL,26.8,15.8,20.8,16.4,20.2
Timmonsville,SC,28.8,17.0,25.6,8.9,19.6
Tioga,ND,33.4,20.5,19.0,13.3,13.7
Tippecanoe,IN,24.9,14.5,16.7,10.9,33.0
Tiptonville,KY,25.7,29.2,18.2,12.0,15.0
Tobias,NE,29.4,19.9,21.6,10.4,18.6
Tokio,TX,32.1,20.1,16.6,17.8,13.4
Toledo,IL,28.9,16.0,20.5,12.8,21.9
Toledo,OH,32.6,19.9,23.5,7.0,17.0
Toluca,IL,28.2,19.6,19.8,11.8,20.6
Topeka,KS,36.0,19.5,24.8,8.1,11.6
Topton,NC,29.6,24.5,24.2,11.8,9.9
Torrey,UT,31.1,18.5,25.3,14.2,10.9
Tow,TX,32.2,19.5,28.5,10.0,9.8
Townsend,MT,31.7,13.0,20.3,21.9,13.0
Trade,TN,26.5,19.5,21.9,12.4,19.7
Trail City,SD,42.4,20.1,17.4,13.7,6.5
Treloar,MO,24.6,17.9,23.3,17.0,17.1
Trenton,MO,29.9,18.4,22.1,12.5,17.2
Trenton,NJ,43.9,17.9,23.3,5.7,9.2
Tribune,KS,36.3,14.4,27.2,10.8,11.3
Trimble,TN,31.0,15.7,19.9,8.6,24.8
Trinchera,CO,28.3,20.0,23.0,16.2,12.4
Trion,GA,50.400000000000006,31.6,42.7,24.8,50.6
Tripp,SD,33.5,22.7,18.9,13.8,11.0
Trout,LA,30.7,19.0,19.8,19.9,10.6
Trout Creek,MT,27.0,21.1,20.0,20.5,11.5
Troy,NY,43.2,17.6,26.2,5.6,7.4
Troy,VA,54.1,15.3,18.0,6.5,6.0
Truckee,CA,81.0,38.900000000000006,49.8,16.5,13.8
Trujillo Alto,PR,37.4,16.9,30.0,8.4,7.3
Truman,MN,28.1,13.5,18.3,16.1,24.0
Trumbull,NE,33.7,20.1,20.1,9.9,16.2
Tuckasegee,NC,31.6,29.7,21.2,11.4,6.2
Tullahoma,TN,29.9,16.4,20.9,11.5,21.2
Tumacacori,AZ,26.8,18.6,31.6,10.1,12.9
Tunkhannock,PA,25.8,16.5,24.1,13.7,19.9
Tununak,AK,35.2,19.3,24.4,8.1,13.0
Turkey,TX,20.6,23.9,21.9,25.9,7.7
Tuscumbia,MO,25.4,22.4,27.0,10.4,14.9
Tuthill,SD,42.2,16.4,20.6,13.0,7.8
Tuttle,OK,29.2,17.3,23.3,14.0,16.2
Tutwiler,MS,33.2,21.7,17.8,12.1,15.1
Twin Lake,MI,28.3,20.4,22.6,7.3,21.4
Twin Lakes,CO,27.2,24.6,19.5,18.0,10.7
Two Dot,MT,40.2,15.0,18.1,21.9,4.7
Two Harbors,MN,30.5,23.6,18.2,13.6,14.2
Tylerton,MD,26.9,24.3,25.2,11.0,12.7
Tyndall,SD,39.5,19.4,16.7,8.4,15.9
Tyner,NC,33.7,16.0,22.0,17.0,11.3
Tyro,VA,33.1,22.1,21.2,12.5,11.1
Tyrone,GA,43.3,13.2,25.0,6.8,11.7
Ullin,IL,25.9,26.7,20.2,10.4,16.7
Ulysses,KS,34.3,13.0,15.1,21.0,16.7
Umpire,AR,25.6,14.4,19.4,13.4,27.1
Unalaska,AK,16.9,10.5,17.6,14.1,40.9
Underwood,IN,21.2,17.4,19.9,8.8,32.7
Union,MS,24.5,20.1,18.7,15.7,21.1
Union,SC,24.3,15.4,21.4,11.2,27.7
Union Point,GA,24.1,25.1,24.0,10.4,16.3
Union Star,KY,27.3,16.8,21.0,17.5,17.5
Uniontown,AR,28.0,17.0,24.4,11.9,18.6
Unionville,IN,42.8,19.5,21.7,6.0,10.0
Unionville,MI,26.1,20.8,21.2,11.9,20.1
University Park,IA,32.3,15.3,21.0,11.4,20.1
Upland,IN,28.4,18.9,26.5,7.0,19.1
Upland,NE,32.3,15.9,19.0,17.3,15.6
Urbana,IL,44.8,18.7,21.4,5.4,9.7
Utica,SD,32.7,19.0,23.0,8.5,16.7
Utuado,PR,26.5,27.0,24.8,13.7,7.9
Valdosta,GA,54.0,37.099999999999994,53.0,24.8,31.099999999999998
Vale,OR,28.6,22.9,17.6,15.4,15.5
Vale,SD,29.2,16.6,20.8,16.8,16.5
Vallejo,CA,34.8,22.0,20.8,11.6,10.8
Valley Center,KS,34.9,16.8,24.0,10.2,14.1
Valley Grove,WV,34.0,21.2,25.0,8.3,11.5
Valley Lee,MD,44.0,17.0,20.7,10.9,7.4
Valley Springs,AR,30.7,18.9,25.4,10.9,14.1
Valley Springs,CA,36.1,18.9,20.7,12.4,11.8
Valley Stream,NY,43.6,16.3,26.2,6.8,7.1
Vallonia,IN,27.1,14.7,22.6,9.0,26.6
Van,TX,34.3,17.8,23.5,11.4,13.1
Van Buren,OH,32.5,17.1,19.6,8.3,22.6
Van Horn,TX,20.1,32.2,24.2,15.7,7.8
Vanderbilt,MI,29.0,18.3,27.7,10.7,14.4
Vanderbilt,TX,26.4,15.2,18.7,20.0,19.7
Vanleer,TN,20.7,17.8,19.6,18.1,23.9
Vanzant,MO,20.4,15.3,25.1,17.0,22.3
Varnell,GA,21.1,13.8,22.6,9.0,33.5
Varnville,SC,23.2,20.9,24.5,12.6,18.7
Vaughn,NM,33.8,21.8,30.1,6.9,7.3
Vega Alta,PR,88.4,61.7,81.5,29.3,39.099999999999994
Venango,NE,41.8,11.8,18.5,19.1,8.8
Ventura,IA,30.2,17.7,24.8,7.4,19.9
Venus,PA,28.1,19.5,22.8,9.3,20.2
Vernal,UT,28.1,11.7,25.3,18.6,16.3
Vernon,NJ,38.8,16.1,26.3,9.7,9.2
Vero Beach,FL,32.3,22.2,26.6,10.7,8.3
Verona,VA,36.3,20.6,24.0,7.5,11.6
Versailles,KY,38.0,15.0,22.4,12.7,11.9
Vevay,IN,17.4,24.9,20.1,14.0,23.7
Vian,OK,28.0,21.6,20.7,12.1,17.6
Vicksburg,MI,38.4,19.5,23.2,6.4,12.4
Vicksburg,MS,36.6,21.2,20.2,9.0,13.1
Victoria,KS,32.1,18.6,27.2,10.8,11.3
Victoria,TX,27.9,17.4,26.9,13.7,14.2
Victory Mills,NY,44.1,15.4,24.1,7.9,8.6
Vidalia,GA,18.5,24.0,23.0,13.6,21.0
Vienna,ME,35.7,17.6,25.8,10.3,10.5
Vienna,SD,32.1,12.5,21.8,18.1,15.4
Vieques,PR,18.4,38.2,18.5,15.7,9.1
Villalba,PR,23.6,21.0,21.8,13.9,19.7
Villard,MN,33.2,16.9,24.2,9.2,16.5
Ville Platte,LA,26.4,19.0,21.5,19.5,13.6
Villisca,IA,36.3,12.8,18.8,11.2,20.9
Vincent,KY,33.0,25.3,18.7,15.4,7.7
Virginia Beach,VA,39.6,17.5,25.8,9.1,8.0
Volborg,MT,32.6,20.3,25.8,13.1,8.2
Wa Keeney,KS,34.0,12.4,27.6,12.6,13.3
Wabeno,WI,29.2,22.2,17.5,15.3,15.9
Waco,NE,36.7,17.3,21.9,10.5,13.6
Waddy,KY,36.4,14.8,24.7,9.5,14.5
Wakefield,KS,26.9,23.2,22.6,13.7,13.6
Walden,CO,32.7,14.4,15.2,25.8,11.9
Walkerton,IN,26.9,18.4,23.6,10.0,21.0
Wall,TX,31.1,19.5,23.7,12.9,12.8
Walla Walla,OR,35.2,21.1,22.3,11.9,9.4
Wallace,KS,39.2,14.3,26.2,12.1,8.2
Wallace,NC,25.1,17.8,17.1,17.2,22.8
Walland,TN,32.4,16.7,26.1,10.7,14.1
Walnut,IL,29.2,20.2,22.4,8.4,19.7
Walnut,KS,32.1,19.7,22.9,8.5,16.8
Walnut,MS,54.4,28.900000000000002,44.400000000000006,20.0,52.3
Walsenburg,CO,33.2,23.7,21.7,14.0,7.5
Walstonburg,NC,24.7,19.2,20.4,17.7,18.0
Walton,KS,35.3,17.6,19.0,8.8,19.3
Wanchese,NC,30.2,20.3,27.8,14.0,7.7
Wann,OK,26.2,16.1,24.5,14.1,19.2
Ward Cove,AK,30.4,16.3,26.7,12.8,13.8
Warfield,KY,27.2,16.4,20.6,22.4,13.3
Warner Robins,GA,31.9,14.2,28.0,13.2,12.8
Warren,ME,33.8,17.8,23.6,15.2,9.7
Warren,TX,23.7,23.2,22.3,17.2,13.7
Warren,VT,43.4,15.2,23.8,9.0,8.6
Warsaw,KY,21.3,16.8,23.5,13.1,25.3
Wartrace,TN,24.1,12.4,25.5,9.6,28.3
Warwick,GA,29.9,19.6,25.5,12.0,13.0
Washburn,TN,23.7,15.2,24.7,13.8,22.6
Washington,KS,29.9,16.2,18.4,17.4,18.1
Washington,KY,30.9,16.5,22.9,12.4,17.4
Washington Court House,OH,24.6,18.1,25.5,9.9,21.8
Washougal,WA,34.8,16.7,19.3,13.0,16.2
Wataga,IL,30.0,19.5,23.6,8.5,18.4
Waterloo,AL,29.5,19.0,24.7,11.0,15.8
Waterloo,IA,32.0,18.4,24.2,7.4,18.0
Waterloo,OH,29.7,18.8,23.3,9.4,18.7
Waterproof,LA,23.2,25.9,19.6,18.2,13.0
Wathena,KS,30.8,15.6,21.6,12.0,19.9
Watkins Glen,NY,32.8,20.6,20.2,12.1,14.3
Watrous,NM,31.1,30.4,16.5,14.9,7.0
Watseka,IL,28.5,16.2,22.5,13.5,19.3
Waubun,MN,26.8,31.5,18.7,13.1,9.9
Wauchula,FL,20.1,17.9,20.3,27.9,13.8
Waucoma,IA,31.4,19.4,17.9,12.3,18.9
Waupaca,WI,31.7,17.8,25.8,8.7,16.1
Waurika,OK,24.3,20.8,18.4,17.1,19.3
Wautoma,WI,22.5,19.2,20.4,13.5,24.4
Waverly,IA,35.0,15.3,24.6,9.3,15.7
Waverly,MO,30.1,18.8,21.5,13.6,15.9
Waxahachie,TX,31.7,14.5,27.1,10.9,15.9
Waycross,GA,32.0,14.1,21.7,14.4,17.8
Wayland,MO,25.2,13.4,18.8,13.5,29.0
Wayne,OK,28.3,14.9,23.7,14.0,19.0
Waynesboro,VA,27.3,20.3,27.6,7.6,17.2
Waynesburg,KY,25.5,17.2,20.7,13.0,23.6
Waynesville,IL,27.2,17.6,26.6,13.3,15.4
Waynetown,IN,26.6,15.8,17.1,12.1,28.4
