City,State,Hispanic,White,Black,Native,Asian,Pacific
Pachuta,MS,0.6,45.8,53.0,0.0,0.0,0.0
Paducah,KY,2.3,83.7,10.8,0.3,0.9,0.1
Paducah,TX,26.4,67.6,5.25,0.1,0.0,0.0
Pageland,SC,4.0,61.3,33.1,0.1,0.5,0.0
Pagosa Springs,CO,1.3,97.1,0.0,0.0,0.0,0.0
Paicines,CA,57.9,36.6,0.7,0.3,2.5,0.1
Paige,TX,34.5,55.3,7.7,0.4,0.8,0.0
Painesville,OH,3.8,89.7,3.6,0.1,1.3,0.0
Palco,KS,2.9,89.2,3.1,0.3,1.2,0.0
Palestine,TX,16.8,60.2,21.1,0.4,0.6,0.0
Palisade,MN,1.1,94.4,0.3,1.8,0.3,0.0
Palmer,NE,2.3,96.0,0.1,0.1,0.2,0.3
Palmer,PR,99.3,0.6,0.1,0.0,0.0,0.0
Palmersville,TN,2.2,87.1,9.1,0.1,0.1,0.0
Palmyra,TN,9.3,65.5,18.7,0.5,2.1,0.4
Palo Alto,CA,25.3,40.8,2.5,0.1,26.2,1.4
Pampa,TX,26.4,65.9,4.4,0.8,0.4,0.1
Panna Maria,TX,51.5,39.2,8.9,0.1,0.2,0.0
Pantego,NC,7.4,66.0,25.7,0.0,0.0,0.0
Panther Burn,MS,0.6,27.7,71.3,0.0,0.4,0.0
Paradise Valley,NV,25.5,66.4,0.5,4.5,0.3,0.0
Paragon,IN,1.4,96.5,0.4,0.1,0.6,0.0
Paragould,AR,4.7,78.3,13.7,0.3,1.2,0.1
Paris,AR,2.5,91.6,1.8,0.9,2.0,0.0
Paris,MI,2.0,91.7,2.7,0.5,0.8,0.1
Paris,VA,4.1,87.4,5.5,0.4,0.9,0.0
Parish,NY,2.3,94.5,0.8,0.2,0.6,0.0
Parker,SD,2.0,95.8,0.6,0.5,0.0,0.0
Parkersburg,WV,1.0,95.5,1.1,0.1,0.6,0.0
Parkesburg,PA,7.0,80.9,5.8,0.1,4.5,0.0
Parkman,WY,4.2,91.7,0.8,1.1,0.7,0.0
Parksville,KY,3.1,86.4,6.9,0.0,0.8,0.0
Parma,MI,3.3,85.2,8.4,0.4,0.7,0.0
Parma,MO,1.6,80.5,16.1,0.1,0.1,0.0
Pateros,WA,18.9,66.7,0.6,9.0,0.9,0.1
Patillas,PR,99.8,0.1,0.0,0.0,0.0,0.1
Patoka,IN,1.5,94.2,1.6,0.1,0.2,0.0
Patterson,GA,9.4,69.6,18.9,0.1,0.8,0.1
Pattison,MS,1.1,13.6,84.2,0.2,0.9,0.0
Paul,ID,33.4,64.1,0.1,0.4,0.5,0.0
Paulding,OH,4.5,92.6,0.9,0.3,0.4,0.0
Pawhuska,OK,3.2,64.3,11.4,14.5,0.2,0.1
Pawling,NY,11.3,72.9,9.4,0.1,3.8,0.0
Pawnee Rock,KS,10.8,83.75,3.05,0.05,0.1,0.0
Paxico,KS,3.2,93.7,0.2,0.3,0.2,0.0
Payette,ID,16.3,79.6,0.4,0.8,0.3,0.0
Pearcy,AR,5.2,83.0,8.3,0.5,0.6,0.0
Pearson,GA,4.2,66.2,26.4,0.8,0.4,0.0
Pease,MN,1.8,89.9,0.5,5.0,0.4,0.0
Pecan Gap,TX,6.8,81.2,8.2,0.4,0.7,0.0
Peck,MI,3.6,94.2,0.5,0.2,0.3,0.0
Pecos,TX,74.6,20.1,3.5,0.3,0.8,0.0
Peebles,OH,0.9,95.7,0.7,0.2,0.3,0.3
Pelham,AL,5.8,78.8,11.7,0.2,2.0,0.0
Pellston,MI,1.5,91.5,0.7,2.2,0.6,0.1
Pemberville,OH,9.4,85.3,3.1,0.2,0.4,0.0
Pendleton,KY,3.8,88.6,4.1,0.1,1.4,0.0
Penfield,PA,2.8,93.4,2.2,0.1,0.5,0.0
Penns Grove,NJ,7.7,75.7,13.8,0.1,0.9,0.0
Penrose,NC,3.1,89.2,3.8,0.5,0.5,0.0
Pensacola,FL,5.3,65.6,21.4,0.4,2.8,0.1
Penuelas,PR,99.4,0.55,0.0,0.0,0.05,0.0
Peoa,UT,11.6,84.9,0.5,0.2,2.0,0.0
Pequot Lakes,MN,1.3,95.5,0.6,1.1,0.5,0.0
Peralta,NM,59.2,34.7,1.0,3.6,0.5,0.0
Perkinston,MS,2.3,87.9,7.9,0.3,0.7,0.0
Perry,AR,2.7,92.7,2.1,0.3,0.1,0.0
Perry,FL,3.7,72.3,21.3,1.0,0.3,0.1
Peru,KS,1.6,87.5,0.6,5.3,0.0,0.0
Peterman,AL,1.6,51.0,44.7,0.3,0.0,0.0
Petersburg,AK,9.4,68.6,3.0,5.9,2.3,0.4
Petersburg,IL,1.3,96.1,0.9,0.0,0.4,0.2
Petersburg,VA,4.2,15.6,76.7,0.1,1.3,0.0
Petrolia,PA,1.3,95.3,1.1,0.1,1.1,0.0
Pfafftown,NC,12.4,57.9,25.7,0.2,2.1,0.1
Philadelphia,MS,0.6,59.3,22.4,15.3,0.5,0.0
Philadelphia,PA,13.4,35.8,41.5,0.2,6.8,0.0
Phillips,WI,1.5,95.6,0.3,0.4,0.5,0.4
Phillipsburg,KS,2.7,94.7,0.4,0.2,0.2,0.0
Phoenix,AZ,30.1,57.3,4.9,1.6,3.7,0.2
Pickens,MS,2.8,55.9,38.2,0.1,2.3,0.0
Piedmont,MO,1.3,95.1,1.4,0.8,0.0,0.1
Pierre Part,LA,2.4,66.2,29.9,0.6,0.2,0.0
Pine,AZ,18.6,63.7,0.6,15.1,0.6,0.0
Pine Brook,NJ,12.4,72.9,3.0,0.1,9.7,0.0
Pine Grove,CA,12.9,79.7,2.2,1.8,1.4,0.1
Pine Island,MN,4.8,93.0,0.5,0.1,0.4,0.0
Pine Mountain,GA,3.6,58.4,34.3,0.1,1.8,0.0
Pinetop,AZ,11.1,42.6,0.5,43.1,0.6,0.1
Pineville,KY,0.5,94.6,3.2,0.0,0.3,0.0
Pineville,WV,0.3,97.5,0.8,0.0,0.0,0.0
Pippa Passes,KY,0.8,97.5,0.8,0.0,0.0,0.1
Piqua,KS,2.6,94.0,0.5,0.3,0.2,0.0
Pisek,ND,10.6,85.7,0.2,1.5,0.5,0.0
Pismo Beach,CA,21.8,69.8,1.9,0.4,3.6,0.1
Pitkin,LA,5.9,66.1,22.9,0.8,1.55,0.2
Pitts,GA,7.2,42.9,49.2,0.0,0.2,0.0
Pittsburg,KS,2.2,88.8,0.5,3.5,0.4,0.0
Placerville,CA,12.5,79.0,0.9,0.6,3.9,0.1
Plain City,OH,1.5,91.2,2.3,0.3,2.7,0.0
Plainview,MN,2.9,95.1,0.1,0.1,0.4,0.0
Plainville,KS,2.4,95.2,0.2,0.3,0.6,0.0
Plano,IL,16.6,72.4,6.4,0.0,3.2,0.0
Plattsburg,MO,1.9,93.9,1.8,0.5,0.6,0.0
Plattsburgh,NY,2.7,90.3,4.0,0.3,1.3,0.0
Pleasanton,TX,38.8,58.1,1.5,0.2,0.3,0.0
Pleasantville,OH,2.0,88.0,6.4,0.1,1.4,0.0
Pleasureville,KY,3.2,91.8,3.5,0.3,0.0,0.0
Plum Branch,SC,1.2,48.6,48.2,0.2,0.1,0.0
Plum City,WI,1.8,94.9,0.5,0.3,1.1,0.0
Pocatello,ID,19.6,74.6,0.5,3.1,0.6,0.1
Point Baker,AK,3.2,46.0,0.2,40.3,0.8,0.3
Point Comfort,TX,47.8,44.1,2.8,0.1,3.5,0.1
Polk,OH,1.1,96.2,0.8,0.1,0.5,0.0
Polkton,NC,3.4,45.4,48.8,0.3,1.2,0.0
Pollock,ID,3.1,91.7,0.1,1.9,0.3,0.0
Polo,MO,1.9,95.1,0.8,0.2,0.3,0.0
Pomeroy,WA,3.4,94.1,0.0,0.1,1.2,0.0
Pomona Park,FL,5.9,84.2,5.2,0.2,2.3,0.1
Ponce,PR,99.3,0.5,0.1,0.0,0.1,0.0
Pond Creek,OK,4.1,89.9,0.4,0.5,0.2,0.0
Poplar Bluff,MO,1.7,89.5,5.6,0.5,0.6,0.0
Poplar Grove,AR,1.6,35.2,61.5,0.1,0.1,0.0
Poplarville,MS,3.6,85.1,9.0,0.0,1.0,0.0
Poquoson,VA,2.3,92.6,1.0,0.1,1.8,0.0
Port Charlotte,FL,6.5,84.8,5.5,0.1,1.3,0.0
Port Huron,MI,3.1,91.7,2.2,0.1,0.6,0.0
Port Murray,NJ,8.0,83.8,4.0,0.1,2.7,0.0
Port Saint Joe,FL,5.5,77.9,10.5,0.5,2.0,0.1
Portales,NM,40.1,54.2,2.2,1.1,0.6,0.0
Porter,MN,5.199999999999999,88.69999999999999,1.65,1.45,1.95,0.0
Portis,KS,1.6,96.2,0.4,0.3,1.1,0.0
Portland,IN,2.9,95.4,0.6,0.2,0.3,0.0
Portland,OR,11.1,71.3,5.3,0.6,6.8,0.6
Portola,CA,8.3,84.3,0.7,1.8,0.9,0.9
Portsmouth,VA,3.7,39.5,52.1,0.4,1.1,0.1
Post,TX,56.0,39.0,4.5,0.3,0.1,0.0
Postville,IA,1.8,96.4,0.9,0.1,0.3,0.0
Poteau,OK,6.8,72.3,2.4,10.1,0.4,0.1
Poulan,GA,2.1,67.5,29.7,0.0,0.3,0.0
Powder River,WY,8.0,87.2,1.1,0.6,0.9,0.0
Powder Springs,GA,5.5,74.2,17.3,0.2,0.9,0.0
Powderly,TX,7.2,75.1,12.4,0.3,0.8,0.2
Powellsville,NC,1.7,34.8,61.9,0.6,0.5,0.0
Powers Lake,ND,5.3,93.0,0.0,1.2,0.2,0.0
Powhattan,KS,3.7,83.9,1.6,7.4,0.6,0.1
Prairie,MS,1.2,39.6,58.2,0.1,0.6,0.0
Prairie Du Sac,WI,3.75,92.69999999999999,1.0,0.8,0.6,0.0
Prescott,WA,6.4,88.5,0.4,0.5,0.6,0.9
Presidio,TX,81.0,15.2,0.0,0.4,3.4,0.0
Preston,GA,1.0,43.2,55.8,0.0,0.0,0.0
Preston,MS,1.75,42.7,53.15,2.1,0.15000000000000002,0.0
Primghar,IA,4.2,93.6,0.5,0.1,0.8,0.0
Prince George,VA,7.1,56.4,31.1,0.6,2.0,0.4
Princeton,IL,8.4,89.0,0.6,0.2,0.8,0.0
Princeton,MO,1.0,96.7,0.7,0.1,0.6,0.1
Prosser,WA,47.1,45.6,0.7,3.5,1.0,0.0
Providence,KY,4.6,89.2,4.4,0.2,0.0,0.0
Prudenville,MI,1.4,95.6,0.2,1.1,0.3,0.0
Prudhoe Bay,AK,3.6,32.2,0.5,47.4,5.3,5.6
Puerto Real,PR,99.2,0.7,0.0,0.0,0.1,0.0
Pukwana,SD,1.0,18.5,0.2,74.9,0.0,1.7
Pulaski,TN,1.9,84.8,10.0,0.0,0.7,0.1
Punta Santiago,PR,98.9,0.8,0.1,0.0,0.0,0.0
Puryear,TN,2.1,87.6,8.6,0.3,0.2,0.0
Pyote,TX,50.7,43.0,4.6,0.6,0.4,0.0
Quakertown,PA,21.1,68.5,5.1,0.1,3.1,0.0
Quebradillas,PR,99.2,0.5,0.2,0.0,0.0,0.0
Quenemo,KS,3.9,91.2,1.2,0.4,0.2,0.0
Quincy,FL,10.0,33.6,54.5,0.1,0.5,0.0
Quincy,KY,0.7,98.0,0.3,0.3,0.1,0.0
Quitman,AR,2.4,95.1,0.5,0.5,0.3,0.0
Racine,WI,12.3,73.3,10.8,0.4,1.2,0.0
Radford,VA,3.0,83.5,9.2,0.0,1.9,0.0
Rainbow,TX,19.2,79.2,0.6,0.2,0.0,0.4
Raleigh,IL,1.6,91.8,3.7,0.3,0.6,0.0
Ralls,TX,53.9,41.3,3.7,0.0,0.0,0.3
Ralston,IA,2.1,95.7,1.5,0.1,0.1,0.0
Ralston,WY,5.8,90.5,0.8,0.5,0.6,0.0
Ranburne,AL,2.3,92.5,2.9,0.2,0.4,0.0
Randolph,NE,1.55,97.2,0.1,0.2,0.1,0.0
Randolph,UT,6.5,91.3,0.1,0.0,0.0,0.0
Rapid City,SD,4.35,84.5,1.45,4.7,1.05,0.1
Raquette Lake,NY,1.3,94.8,0.5,0.1,0.1,0.0
Ratliff City,OK,6.4,71.4,6.9,8.0,0.9,0.1
Ravenden,AR,1.8,95.5,0.7,0.2,0.0,0.0
Ravenna,KY,1.3,96.8,0.4,0.0,0.3,0.1
Ray City,GA,5.3,68.1,24.8,0.0,0.8,0.0
Rayville,LA,2.0,61.0,36.1,0.0,0.2,0.0
Raywick,KY,2.5,87.2,8.5,0.0,0.9,0.0
Red Boiling Springs,TN,4.8,92.5,0.3,0.2,0.9,0.1
Red Bud,IL,2.8,85.6,10.3,0.1,0.3,0.0
Red Cloud,NE,4.3,92.3,0.1,0.0,1.4,0.0
Red Springs,NC,10.25,33.85,28.3,22.7,1.0,0.05
Red Valley,AZ,6.3,19.3,0.6,71.7,0.4,0.1
Redmond,OR,7.7,87.9,0.4,0.5,1.2,0.1
Redvale,CO,9.5,87.4,0.2,0.2,1.2,0.0
Redwood Falls,MN,2.7,87.7,0.7,4.8,3.3,0.0
Reed Point,MT,1.8,94.3,0.2,0.0,0.7,0.0
Reedy,WV,0.9,97.2,0.0,0.1,0.1,0.0
Reelsville,IN,1.3,96.7,0.2,0.2,0.1,0.0
Refugio,TX,49.2,43.0,5.9,0.1,0.1,0.0
Regent,ND,1.9,94.2,0.7,2.3,0.0,0.3
Register,GA,3.6,64.0,28.3,0.3,1.8,0.0
Reinbeck,IA,1.2,97.3,0.4,0.1,0.4,0.0
Reliance,TN,1.7,95.5,0.3,0.4,0.1,0.0
Rembert,SC,3.7,46.5,46.2,0.2,1.3,0.0
Remsen,IA,3.7,94.1,0.5,0.1,0.3,0.3
Renick,MO,1.8,89.5,4.9,0.5,0.5,0.1
Reno,NV,23.3,64.5,2.2,1.3,5.2,0.6
Rensselaer,IN,5.8,92.0,0.7,0.0,0.2,0.0
Resaca,GA,13.9,83.6,0.9,0.0,0.4,0.0
Reserve,MT,1.8,92.3,0.1,1.8,0.2,0.0
Rice,TX,25.2,58.4,13.3,0.2,0.7,0.9
Riceboro,GA,1.7,61.3,34.8,0.3,0.2,0.2
Richards,TX,22.6,59.6,15.9,0.2,0.1,0.0
Richburg,SC,1.7,59.0,38.0,0.2,0.1,0.0
Richey,MT,2.7,93.1,0.8,2.7,0.1,0.1
Richfield,KS,34.4,63.0,0.6,0.5,0.3,0.1
Richfield Springs,NY,3.4,91.9,1.8,0.1,1.2,0.0
Richmond,VA,5.85,47.65,38.8,0.2,4.75,0.05
Richton,MS,4.2,65.2,28.9,0.2,0.6,0.0
Richview,IL,1.6,96.2,0.7,0.1,0.3,0.0
Ridgeville,SC,3.0,56.2,38.1,0.8,0.0,1.0
Ridgeway,NC,3.8,38.2,50.0,4.5,0.3,0.0
Ridgway,CO,4.8,92.9,0.0,0.2,0.8,0.0
Ridgway,PA,0.7,97.6,0.5,0.2,0.4,0.0
Rifle,CO,10.6,84.6,0.5,3.7,0.0,0.2
Rincon,GA,3.5,79.9,13.5,0.0,1.0,0.1
Rincon,PR,94.9,2.95,0.0,0.0,0.1,0.0
Ringgold,LA,1.5,57.8,39.0,0.2,0.1,0.0
Ringling,MT,1.4,97.0,0.0,0.5,0.5,0.0
Ripon,CA,40.1,34.3,6.7,0.3,14.5,0.5
Rising City,NE,2.8,95.5,0.6,0.3,0.5,0.0
Rising Sun,MD,3.9,86.1,6.6,0.2,1.2,0.0
Riverside,RI,2.4,93.5,1.2,0.0,1.6,0.0
Rivervale,AR,2.6,87.9,8.2,0.2,0.0,0.0
Riviera,TX,71.3,21.9,3.9,0.1,2.0,0.0
Roanoke,IN,2.0,95.6,0.7,0.4,0.8,0.0
Roanoke,VA,3.9,77.83333333333333,13.566666666666668,0.10000000000000002,2.433333333333333,0.03333333333333333
Roaring Spring,PA,1.1,95.1,1.6,0.0,0.7,0.0
Roaring Springs,TX,15.0,82.9,1.2,0.3,0.0,0.0
Robersonville,NC,3.5,51.9,43.5,0.4,0.2,0.0
Roberts,MT,2.4,94.9,0.0,1.3,0.2,0.0
Roberts,WI,2.2,94.5,0.7,0.4,1.0,0.0
Robins,IA,2.9,88.2,4.1,0.2,2.0,0.0
Robinson,IL,2.1,91.2,3.5,0.1,0.4,0.0
Robstown,TX,62.0,31.3,3.7,0.2,1.7,0.1
Rochelle,GA,2.1,58.7,37.6,0.0,0.5,0.0
Rocheport,MO,1.4,90.8,5.1,0.6,0.2,0.1
Rochester,NH,2.1,91.9,0.9,0.1,2.8,0.0
Rochester,WA,8.1,76.8,2.8,1.4,5.8,0.9
Rock Island,TN,1.1,95.9,0.6,0.0,0.8,0.0
Rockford,IA,2.2,93.6,2.0,0.0,0.5,0.0
Rockford,IL,20.4,74.7,2.1,0.2,1.3,0.0
Rockford,MN,2.7,93.1,1.0,0.4,1.0,0.0
Rockville,MD,18.3,46.6,17.1,0.2,14.4,0.0
Rockwood,TN,1.6,93.2,2.6,0.4,0.4,0.0
Rogers,AR,10.6,82.95,0.75,0.95,2.0,0.2
Rogerson,ID,26.0,68.5,0.1,3.4,0.1,0.0
Rolla,KS,20.5,74.2,0.9,0.5,0.2,0.0
Rolling Fork,MS,0.5,34.3,65.1,0.0,0.0,0.0
Roma,TX,98.7,0.9,0.0,0.0,0.1,0.0
Rome City,IN,10.0,87.9,0.5,0.1,0.6,0.0
Romney,IN,7.9,78.4,4.4,0.1,7.2,0.0
Roopville,GA,6.4,72.0,18.2,0.2,0.8,0.0
Roper,NC,4.7,45.1,48.9,0.2,0.0,0.0
Roscommon,MI,1.7,95.5,0.5,0.3,0.6,0.0
Roseau,MN,1.0,93.1,0.7,1.3,2.7,0.0
Roseboro,NC,7.6,54.3,34.7,2.1,0.0,0.0
Roseglen,ND,2.2,89.6,0.0,7.1,0.1,0.0
Roseville,OH,0.8,92.6,3.5,0.2,0.1,0.0
Rossburg,OH,1.4,96.5,0.6,0.2,0.3,0.0
Rosston,AR,3.2,64.1,30.6,0.3,1.3,0.0
Rossville,IN,4.0,94.3,0.3,0.0,0.1,0.0
Rotan,TX,31.0,64.5,3.2,0.0,0.5,0.2
Rowlett,TX,16.7,72.8,5.3,0.2,2.3,0.1
Roxie,MS,0.5,63.2,35.8,0.1,0.1,0.0
Rufus,OR,7.1,85.0,0.6,3.2,0.2,0.0
Rugby,ND,1.75,95.5,0.35,1.25,0.1,0.0
Rumely,MI,1.3,84.8,7.7,2.6,0.0,0.0
Runnemede,NJ,15.4,58.5,18.1,0.1,5.6,0.0
Rupert,GA,2.3,58.4,39.2,0.0,0.0,0.0
Russell,IA,0.3,97.4,0.2,0.3,0.3,0.0
Russell,KS,2.4,93.6,1.2,0.2,0.0,0.7
Russell Springs,KY,2.7,95.2,0.8,0.1,0.2,0.0
Russellville,AR,7.8,85.5,2.9,0.6,0.7,0.0
Russellville,IN,1.8,91.9,4.0,0.2,0.9,0.0
Russellville,KY,2.7,88.6,6.4,0.2,0.0,0.0
Russellville,OH,0.8,96.7,1.0,0.0,0.2,0.0
Russellville,TN,11.0,82.4,3.7,0.1,0.7,0.0
Ruston,LA,2.1,59.9,35.3,0.15000000000000002,1.0,0.0
Ruth,MS,1.4,44.9,52.3,0.4,0.4,0.0
Rutherfordton,NC,5.7,88.1,5.1,0.1,0.1,0.0
Ruthville,VA,1.7,40.9,48.0,6.4,0.3,0.1
Rutledge,MO,1.1,97.7,0.9,0.0,0.0,0.0
Rutledge,TN,2.6,95.4,0.8,0.1,0.2,0.0
Sabana Grande,PR,99.0,1.0,0.0,0.0,0.0,0.0
Sacramento,KY,1.3,96.5,0.4,0.3,0.3,0.0
Sacred Heart,MN,7.5,89.5,0.8,1.0,0.6,0.0
Sadieville,KY,3.2,90.6,3.6500000000000004,0.2,0.5,0.0
Safford,AL,0.9,30.0,68.0,0.0,0.4,0.0
Safford,AZ,31.8,51.7,1.9,12.9,0.6,0.1
Saginaw,MI,8.1,70.0,18.1,0.2,1.2,0.0
Saint Ansgar,IA,1.3,97.7,0.1,0.0,0.1,0.0
Saint Bonifacius,MN,6.8,70.4,12.0,0.6,6.7,0.0
Saint Clair,MO,1.6,95.4,1.0,0.2,0.5,0.0
Saint Clair Shores,MI,2.4,81.4,10.2,0.3,3.5,0.0
Saint Hilaire,MN,3.3,91.3,1.6,1.4,0.8,0.4
Saint John,ND,0.5,19.9,0.5,77.2,0.3,0.0
Saint Louis,MO,3.2,55.45,35.4,0.15000000000000002,3.3,0.0
Saint Marks,FL,3.7,78.8,15.3,0.2,0.4,0.0
Saint Mary,MO,2.1,95.6,0.8,0.2,0.4,0.0
Saint Marys,GA,5.9,70.5,18.7,0.4,1.3,0.2
Saint Marys,KS,5.1,90.0,1.2,0.5,0.9,0.0
Saint Onge,SD,3.1,91.3,0.4,3.1,0.8,0.0
Saint Paris,OH,1.4,93.7,1.9,0.1,0.4,0.0
Saint Paul,MN,7.3,64.6,10.9,0.5,13.2,0.0
Saint Petersburg,FL,8.7,75.5,10.1,0.3,3.2,0.1
Saint Simons Island,GA,6.6,64.1,25.6,0.3,1.2,0.1
Saint Vincent,MN,1.9,96.4,0.6,0.2,0.2,0.0
Salem,MO,1.6,94.75,0.35,1.5,0.3,0.0
Salem,OR,25.3,67.0,1.0,0.7,1.8,0.8
Salem,VA,1.4,93.2,3.4,0.3,0.2,0.0
Salemburg,NC,17.9,52.4,25.6,1.5,0.4,0.0
Salina,OK,3.4,65.0,0.3,20.4,1.1,0.2
Salinas,CA,56.9,31.5,2.6,0.3,5.9,0.5
Salinas,PR,99.8,0.2,0.0,0.0,0.0,0.0
Salisbury,NC,8.0,73.2,16.1,0.2,0.9,0.0
Salt Lake City,UT,17.6,72.8,1.5,0.6,3.6,1.5
Saltillo,TN,2.0,92.2,3.2,0.4,0.3,0.1
Saluda,VA,3.0,85.3,8.1,0.2,0.5,0.0
Salvisa,KY,1.5,94.4,2.3,0.0,0.6,0.0
Salyersville,KY,0.3,99.5,0.1,0.0,0.0,0.0
San Acacia,NM,49.1,39.1,0.7,9.8,0.7,0.0
San Angelo,TX,25.1,71.7,0.0,0.0,0.0,0.0
San Augustine,TX,6.9,68.7,22.2,1.2,0.0,0.0
San Bernardino,CA,51.1,31.2,8.1,0.4,6.5,0.3
San Francisco,CA,15.3,41.2,5.3,0.2,33.5,0.4
San German,PR,99.3,0.5,0.1,0.0,0.05,0.0
San Juan,PR,98.75,0.75,0.1,0.0,0.25,0.0
San Juan,TX,91.0,7.3,0.4,0.1,1.0,0.0
San Lorenzo,PR,99.8,0.2,0.0,0.0,0.0,0.0
San Rafael,CA,15.8,72.0,2.4,0.2,5.6,0.2
San Sebastian,PR,99.3,0.6,0.0,0.0,0.0,0.0
San Ygnacio,TX,93.6,6.4,0.0,0.0,0.0,0.0
Sand Lake,MI,3.3,92.1,2.0,0.4,0.4,0.0
Sanders,MT,6.9,89.2,0.0,0.0,1.4,0.0
Sanderson,FL,2.4,82.0,14.5,0.1,0.6,0.0
Sandy Hook,MS,1.6,58.95,38.35,0.1,0.15,0.0
Sandy Ridge,NC,2.8,91.5,4.1,0.5,0.3,0.1
Sanford,NC,15.45,60.599999999999994,19.75,0.8,1.1,0.05
Santa Barbara,CA,44.1,46.3,1.7,0.4,4.9,0.1
Santa Fe,NM,51.1,43.2,0.6,2.4,1.1,0.0
Santa Rosa,CA,25.8,64.7,1.4,0.5,3.8,0.3
Santa Teresa,NM,66.5,29.1,1.6,0.7,1.0,0.0
Sarahsville,OH,0.9,92.3,5.6,0.1,0.0,0.0
Sarasota,FL,8.5,83.8,4.5,0.2,1.4,0.0
Sardis,OH,0.5,97.6,0.5,0.2,0.0,0.0
Satanta,KS,45.8,53.1,0.0,0.4,0.0,0.0
Saucier,MS,1.7,77.0,19.2,1.7,0.2,0.0
Sauk Rapids,MN,1.9,92.7,2.3,0.3,1.1,0.0
Saulsbury,TN,1.5,55.1,41.8,0.3,0.4,0.0
Savage,MT,4.4,91.1,0.4,2.2,0.4,0.0
Savannah,GA,5.9,49.8,39.2,0.2,2.6,0.1
Savonburg,KS,3.1,91.2,1.7,0.2,0.5,0.1
Sawyer,OK,3.6,62.3,11.4,12.0,0.5,0.1
Saxe,VA,0.7,66.8,31.2,0.1,0.1,0.0
Scandia,KS,1.4,96.7,0.1,0.1,0.6,0.0
Schellsburg,PA,1.1,97.1,0.5,0.2,0.2,0.0
Schlater,MS,2.5,24.1,72.1,0.0,0.7,0.0
Scobey,MT,2.5,96.6,0.0,0.7,0.2,0.0
Scottown,OH,1.2,93.7,2.5,0.2,0.6,0.0
Scotts Hill,TN,2.2,87.8,7.6,0.0,0.0,0.0
Scottsville,KY,1.8,95.6,1.4,0.0,0.5,0.0
Scottsville,NY,7.9,71.6,14.5,0.2,3.5,0.0
Scottsville,VA,2.2,61.0,34.4,0.1,0.5,0.1
Seal Beach,CA,34.2,42.4,1.5,0.2,18.8,0.3
Seattle,WA,9.3,62.8,6.0,0.6,15.5,0.8
Sebasco Estates,ME,1.5,94.8,0.7,0.2,0.7,0.0
Secor,IL,1.7,95.9,0.5,0.0,0.8,0.0
Sedalia,KY,5.9,87.2,5.0,0.1,0.3,0.0
Sedalia,MO,8.1,85.8,2.8,0.2,0.4,0.2
Sedgwick,CO,13.6,80.1,1.2,0.4,1.2,0.0
Selby,SD,4.7,81.3,0.2,8.5,2.8,0.5
Selfridge,ND,3.6,13.9,0.0,79.4,0.2,0.1
Selinsgrove,PA,2.1,95.5,1.0,0.1,0.7,0.0
Selmer,TN,1.8,90.2,6.2,0.1,0.0,0.0
Seminary,MS,2.1,61.3,35.3,0.1,0.2,0.1
Seneca,SC,4.8,85.3,7.4,0.2,0.6,0.0
Seney,MI,0.9,86.3,0.5,5.9,1.5,0.0
Senoia,GA,6.7,71.9,17.6,0.1,1.7,0.0
Sentinel,OK,9.2,84.3,0.1,0.9,0.2,0.0
Sextons Creek,KY,1.8,92.7,3.8,0.3,0.1,0.0
Seymour,TX,8.9,86.4,1.9,0.0,0.0,0.0
Shady Dale,GA,4.0,72.5,21.1,0.1,0.4,0.0
Shalimar,FL,8.1,75.2,8.8,0.6,2.8,0.2
Shallowater,TX,45.9,48.4,3.3,0.4,0.3,0.0
Shambaugh,IA,2.9,91.9,2.1,0.4,1.2,0.0
Sharon,OK,11.5,81.4,0.6,1.9,0.1,0.0
Sharon Grove,KY,4.0,85.4,8.4,0.0,0.0,0.0
Shattuck,OK,7.1,88.4,0.0,0.7,0.5,0.0
Shawnee,OK,4.7,73.5,2.8,13.1,0.6,0.0
Shawsville,VA,2.6,94.0,2.4,0.2,0.0,0.0
Sheboygan,WI,5.9,85.9,1.4,0.2,5.1,0.0
Shellsburg,IA,1.3,96.8,0.7,0.0,0.2,0.0
Shelton,CT,18.3,64.1,10.4,0.1,5.0,0.0
Sheridan Lake,CO,7.2,87.0,0.8,0.3,0.1,0.0
Shermans Dale,PA,1.6,96.0,0.8,0.1,0.3,0.0
Sherwood,MI,4.3,91.3,2.3,0.2,0.5,0.0
Shields,ND,2.3,91.4,0.6,3.6,0.1,0.0
Shippenville,PA,0.7,96.5,1.1,0.1,0.6,0.0
Shipshewana,IN,3.8,94.6,0.0,0.1,0.3,0.0
Shirley,AR,1.7,95.3,0.0,0.2,0.2,0.0
Shoshone,ID,20.450000000000003,77.5,0.0,1.25,0.1,0.0
Shuqualak,MS,1.4,26.5,71.9,0.1,0.0,0.0
Sibley,IA,6.5,91.7,0.4,0.4,0.3,0.0
Sidney,AR,2.0,94.0,0.4,0.8,0.6,0.1
Sidney,KY,0.8,97.2,0.9,0.1,0.6,0.0
Sikeston,MO,2.1,84.1,11.3,0.3,0.4,0.0
Silver City,IA,2.7,94.9,0.7,0.4,0.1,0.0
Silver City,MS,4.8,36.5,57.4,0.1,0.4,0.0
Silver City,NM,49.2,47.6,0.5,0.7,0.1,0.0
Silver Creek,NE,4.0,93.2,0.5,0.2,0.1,0.0
