City,State,PrivateWork,PublicWork,SelfEmployed,FamilyWork
Pond Creek,OK,64.7,17.5,17.7,0.1
Poplar Bluff,MO,77.0,15.7,7.2,0.1
Poplar Grove,AR,69.4,23.6,7.0,0.0
Poplarville,MS,76.7,14.1,8.8,0.4
Poquoson,VA,73.6,20.4,5.5,0.5
Port Charlotte,FL,79.2,12.5,7.7,0.5
Port Huron,MI,83.5,11.2,5.1,0.1
Port Murray,NJ,79.5,14.4,6.0,0.1
Port Saint Joe,FL,76.4,17.0,6.4,0.3
Portales,NM,67.3,26.4,6.0,0.4
Porter,MN,76.44999999999999,11.75,11.649999999999999,0.2
Portis,KS,63.4,20.1,14.6,1.9
Portland,IN,80.9,10.5,8.1,0.5
Portland,OR,80.1,12.0,7.8,0.1
Portola,CA,60.1,23.9,15.8,0.2
Portsmouth,VA,69.2,26.0,4.8,0.1
Post,TX,70.5,17.5,12.0,0.0
Postville,IA,75.3,11.1,13.2,0.4
Poteau,OK,74.3,18.6,6.8,0.2
Poulan,GA,75.8,18.5,5.7,0.0
Powder River,WY,79.0,15.1,5.8,0.1
Powder Springs,GA,78.9,15.6,5.5,0.0
Powderly,TX,79.2,13.9,6.7,0.2
Powellsville,NC,77.0,17.9,4.8,0.3
Powers Lake,ND,70.8,14.5,14.0,0.6
Powhattan,KS,71.3,16.7,11.9,0.2
Prairie,MS,78.4,14.7,6.8,0.0
Prairie Du Sac,WI,80.44999999999999,13.35,5.8,0.35
Prescott,WA,58.0,28.8,12.7,0.4
Presidio,TX,54.9,33.2,11.3,0.6
Preston,GA,71.2,25.8,3.0,0.0
Preston,MS,73.95,19.5,6.35,0.2
Primghar,IA,77.7,12.0,10.2,0.0
Prince George,VA,67.9,26.6,5.2,0.3
Princeton,IL,80.2,11.5,8.0,0.3
Princeton,MO,66.6,18.3,14.5,0.5
Prosser,WA,79.5,14.8,5.6,0.1
Providence,KY,79.8,12.3,7.5,0.4
Prudenville,MI,79.5,13.9,6.0,0.6
Prudhoe Bay,AK,73.8,25.2,0.9,0.0
Puerto Real,PR,70.6,19.9,9.1,0.3
Pukwana,SD,48.4,49.5,1.8,0.3
Pulaski,TN,75.8,15.5,8.8,0.0
Punta Santiago,PR,61.5,25.9,12.4,0.2
Puryear,TN,72.2,16.8,10.3,0.6
Pyote,TX,79.3,15.0,5.3,0.4
Quakertown,PA,87.0,8.5,4.4,0.1
Quebradillas,PR,66.7,24.1,9.3,0.0
Quenemo,KS,76.4,17.5,6.0,0.2
Quincy,FL,62.2,34.2,3.5,0.1
Quincy,KY,72.9,14.5,12.6,0.0
Quitman,AR,75.4,15.3,8.9,0.4
Racine,WI,84.8,10.8,4.3,0.1
Radford,VA,76.4,19.0,4.2,0.3
Rainbow,TX,79.8,14.5,5.5,0.3
Raleigh,IL,76.8,15.9,7.0,0.3
Ralls,TX,72.7,17.3,9.4,0.6
Ralston,IA,81.5,8.4,10.0,0.2
Ralston,WY,75.7,16.9,7.3,0.1
Ranburne,AL,76.3,15.3,8.4,0.0
Randolph,NE,71.65,14.100000000000001,13.75,0.5
Randolph,UT,74.4,18.6,7.0,0.0
Rapid City,SD,76.55000000000001,16.25,7.1499999999999995,0.05
Raquette Lake,NY,63.2,30.6,6.0,0.2
Ratliff City,OK,82.0,12.2,5.6,0.2
Ravenden,AR,79.2,13.6,6.7,0.5
Ravenna,KY,77.1,16.4,6.5,0.0
Ray City,GA,74.0,21.5,4.3,0.2
Rayville,LA,78.7,16.0,5.2,0.1
Raywick,KY,76.4,15.1,8.1,0.4
Red Boiling Springs,TN,77.1,13.4,9.4,0.1
Red Bud,IL,79.0,15.3,5.4,0.2
Red Cloud,NE,66.5,16.9,15.7,0.8
Red Springs,NC,73.4,20.9,5.5,0.15
Red Valley,AZ,50.2,45.0,4.7,0.1
Redmond,OR,77.2,11.7,10.9,0.2
Redvale,CO,75.5,12.0,12.0,0.5
Redwood Falls,MN,77.1,10.2,12.3,0.3
Reed Point,MT,67.6,16.7,13.6,2.0
Reedy,WV,76.3,16.2,7.4,0.2
Reelsville,IN,78.4,15.4,6.1,0.1
Refugio,TX,75.2,13.9,9.8,1.2
Regent,ND,61.8,16.1,20.9,1.2
Register,GA,69.5,22.6,7.6,0.3
Reinbeck,IA,76.8,13.3,10.0,0.0
Reliance,TN,81.6,12.7,5.7,0.0
Rembert,SC,74.0,20.1,5.8,0.1
Remsen,IA,77.4,12.5,9.7,0.4
Renick,MO,79.5,14.1,6.3,0.1
Reno,NV,79.3,14.8,5.8,0.1
Rensselaer,IN,84.5,10.0,5.5,0.1
Resaca,GA,83.7,10.9,4.5,0.9
Reserve,MT,62.4,17.4,19.0,1.2
Rice,TX,74.8,17.3,7.8,0.2
Riceboro,GA,73.2,20.9,6.0,0.0
Richards,TX,79.2,15.0,5.7,0.1
Richburg,SC,80.0,15.6,4.3,0.1
Richey,MT,73.8,15.2,10.5,0.5
Richfield,KS,72.5,13.2,13.3,1.0
Richfield Springs,NY,72.2,17.6,9.5,0.6
Richmond,VA,79.9,16.0,3.95,0.1
Richton,MS,75.9,18.6,5.4,0.1
Richview,IL,79.7,12.6,7.0,0.6
Ridgeville,SC,70.6,20.4,8.8,0.2
Ridgeway,NC,68.0,22.1,9.3,0.7
Ridgway,CO,66.3,21.7,11.5,0.5
Ridgway,PA,87.1,7.7,4.9,0.2
Rifle,CO,74.5,19.3,6.0,0.2
Rincon,GA,79.8,15.8,4.4,0.0
Rincon,PR,70.65,20.05,9.25,0.0
Ringgold,LA,75.3,20.5,4.2,0.0
Ringling,MT,63.9,16.5,18.0,1.7
Ripon,CA,78.8,14.6,6.4,0.2
Rising City,NE,75.6,13.3,11.0,0.1
Rising Sun,MD,77.5,17.9,4.6,0.0
Riverside,RI,79.1,13.6,7.0,0.4
Rivervale,AR,78.8,13.7,7.5,0.0
Riviera,TX,69.5,25.9,4.4,0.2
Roanoke,IN,85.6,9.6,4.8,0.0
Roanoke,VA,80.56666666666666,15.566666666666668,3.7999999999999994,0.03333333333333333
Roaring Spring,PA,82.7,12.8,4.3,0.2
Roaring Springs,TX,65.6,21.6,12.9,0.0
Robersonville,NC,78.4,15.8,5.7,0.2
Roberts,MT,73.6,12.7,12.9,0.8
Roberts,WI,81.8,12.4,5.7,0.1
Robins,IA,85.5,9.9,4.5,0.1
Robinson,IL,80.6,13.5,5.7,0.2
Robstown,TX,76.6,16.3,6.9,0.2
Rochelle,GA,57.1,32.1,10.7,0.2
Rocheport,MO,70.2,20.2,9.4,0.2
Rochester,NH,79.0,15.6,5.3,0.0
Rochester,WA,62.7,31.0,6.1,0.2
Rock Island,TN,62.9,27.5,9.6,0.0
Rockford,IA,80.3,10.9,8.1,0.7
Rockford,IL,84.2,9.7,6.2,0.0
Rockford,MN,83.8,10.2,5.9,0.1
Rockville,MD,71.8,21.7,6.4,0.1
Rockwood,TN,74.5,18.9,6.4,0.1
Rogers,AR,78.2,11.8,9.850000000000001,0.1
Rogerson,ID,75.4,11.8,9.3,3.6
Rolla,KS,66.3,21.7,12.0,0.0
Rolling Fork,MS,77.7,15.4,6.9,0.0
Roma,TX,68.2,22.5,8.6,0.6
Rome City,IN,86.0,9.0,4.8,0.3
Romney,IN,79.4,16.8,3.7,0.1
Roopville,GA,79.0,14.1,6.7,0.2
Roper,NC,76.5,17.3,6.0,0.2
Roscommon,MI,73.2,19.2,7.1,0.5
Roseau,MN,82.9,10.5,6.5,0.2
Roseboro,NC,72.0,23.4,4.6,0.0
Roseglen,ND,65.8,17.9,15.4,0.9
Roseville,OH,73.5,16.9,9.2,0.5
Rossburg,OH,82.6,9.6,7.4,0.5
Rosston,AR,68.6,22.6,8.8,0.0
Rossville,IN,78.6,12.8,8.5,0.1
Rotan,TX,72.0,18.1,9.4,0.5
Rowlett,TX,76.9,16.2,6.7,0.2
Roxie,MS,70.5,22.2,7.2,0.0
Rufus,OR,71.7,17.4,10.2,0.7
Rugby,ND,69.6,11.25,18.9,0.25
Rumely,MI,73.9,20.3,5.7,0.1
Runnemede,NJ,82.0,13.8,4.0,0.1
Rupert,GA,67.0,25.3,7.7,0.0
Russell,IA,74.2,14.7,11.1,0.0
Russell,KS,75.2,14.7,8.4,1.7
Russell Springs,KY,75.1,16.3,8.2,0.5
Russellville,AR,79.5,14.3,6.1,0.1
Russellville,IN,83.0,11.3,5.7,0.0
Russellville,KY,80.4,12.8,6.5,0.2
Russellville,OH,78.2,13.3,8.2,0.3
Russellville,TN,81.7,11.3,6.8,0.1
Ruston,LA,72.6,22.4,4.85,0.2
Ruth,MS,79.6,14.5,5.6,0.2
Rutherfordton,NC,76.8,12.6,10.5,0.1
Ruthville,VA,77.2,18.7,3.9,0.1
Rutledge,MO,69.7,13.1,16.5,0.7
Rutledge,TN,76.5,13.0,10.2,0.3
Sabana Grande,PR,67.2,29.8,3.0,0.0
Sacramento,KY,73.8,16.4,9.6,0.1
Sacred Heart,MN,77.8,12.0,10.1,0.1
Sadieville,KY,80.05,14.55,5.3,0.05
Safford,AL,76.3,19.0,4.7,0.0
Safford,AZ,71.1,25.0,3.8,0.1
Saginaw,MI,84.3,11.1,4.4,0.2
Saint Ansgar,IA,75.0,12.5,11.7,0.8
Saint Bonifacius,MN,84.9,10.1,4.8,0.1
Saint Clair,MO,84.7,9.0,6.1,0.2
Saint Clair Shores,MI,86.5,9.6,3.8,0.1
Saint Hilaire,MN,82.9,9.3,7.6,0.2
Saint John,ND,44.3,46.6,8.7,0.3
Saint Louis,MO,84.85,10.65,4.3,0.15000000000000002
Saint Marks,FL,60.9,34.8,4.0,0.2
Saint Mary,MO,83.9,9.3,6.7,0.1
Saint Marys,GA,67.1,28.4,4.3,0.2
Saint Marys,KS,69.0,22.8,7.8,0.4
Saint Onge,SD,76.0,17.3,6.7,0.0
Saint Paris,OH,81.0,13.1,5.9,0.0
Saint Paul,MN,81.8,13.7,4.4,0.1
Saint Petersburg,FL,83.7,10.9,5.2,0.2
Saint Simons Island,GA,76.9,17.1,5.7,0.3
Saint Vincent,MN,69.2,19.0,11.6,0.2
Salem,MO,71.75,16.85,11.0,0.4
Salem,OR,75.4,18.7,5.8,0.1
Salem,VA,79.1,16.2,4.6,0.1
Salemburg,NC,78.8,13.9,7.0,0.3
Salina,OK,72.6,18.4,8.6,0.3
Salinas,CA,76.6,15.1,8.2,0.2
Salinas,PR,68.7,25.3,6.0,0.0
Salisbury,NC,80.7,13.4,5.8,0.2
Salt Lake City,UT,82.1,13.3,4.5,0.1
Saltillo,TN,72.9,15.5,11.6,0.0
Saluda,VA,75.4,18.2,6.1,0.3
Salvisa,KY,66.7,26.5,6.8,0.1
Salyersville,KY,74.0,22.7,2.9,0.4
San Acacia,NM,59.7,32.9,7.4,0.0
San Angelo,TX,57.9,21.1,18.5,2.5
San Augustine,TX,82.0,9.7,8.3,0.0
San Bernardino,CA,76.4,16.7,6.7,0.2
San Francisco,CA,79.9,11.3,8.7,0.1
San German,PR,66.5,24.0,9.15,0.30000000000000004
San Juan,PR,66.6,20.85,12.5,0.1
San Juan,TX,70.7,17.2,11.9,0.2
San Lorenzo,PR,71.5,22.2,6.2,0.1
San Rafael,CA,73.8,10.8,15.4,0.1
San Sebastian,PR,64.6,23.7,10.9,0.9
San Ygnacio,TX,73.3,18.1,8.7,0.0
Sand Lake,MI,82.5,11.6,5.6,0.3
Sanders,MT,71.2,12.4,11.9,4.5
Sanderson,FL,73.2,22.3,4.4,0.1
Sandy Hook,MS,74.6,18.05,6.449999999999999,0.95
Sandy Ridge,NC,78.5,14.3,7.2,0.0
Sanford,NC,76.6,18.3,4.9,0.25
Santa Barbara,CA,75.5,16.2,8.0,0.3
Santa Fe,NM,66.6,20.7,12.4,0.2
Santa Rosa,CA,75.6,12.7,11.6,0.2
Santa Teresa,NM,67.9,24.8,7.1,0.1
Sarahsville,OH,78.7,15.2,6.1,0.0
Sarasota,FL,81.6,9.7,8.5,0.2
Sardis,OH,78.3,14.3,7.3,0.1
Satanta,KS,71.6,17.5,10.0,0.9
Saucier,MS,72.5,21.3,6.2,0.0
Sauk Rapids,MN,82.9,11.2,5.7,0.2
Saulsbury,TN,70.7,22.0,7.2,0.0
Savage,MT,80.7,10.1,8.9,0.3
Savannah,GA,78.7,15.8,5.3,0.2
Savonburg,KS,72.8,17.8,9.1,0.2
Sawyer,OK,71.6,20.4,7.8,0.1
Saxe,VA,72.2,22.8,5.0,0.0
Scandia,KS,69.5,16.0,14.1,0.4
Schellsburg,PA,81.0,10.8,7.9,0.4
Schlater,MS,72.0,21.9,6.0,0.1
Scobey,MT,57.0,20.7,22.3,0.0
Scottown,OH,81.3,13.1,5.5,0.2
Scotts Hill,TN,76.9,13.8,9.3,0.0
Scottsville,KY,76.2,13.0,10.4,0.4
Scottsville,NY,82.6,12.4,4.9,0.1
Scottsville,VA,71.5,19.4,8.9,0.2
Seal Beach,CA,81.8,10.2,7.8,0.2
Seattle,WA,81.7,12.4,5.7,0.2
Sebasco Estates,ME,76.5,14.4,9.1,0.0
Secor,IL,83.3,10.6,6.0,0.1
Sedalia,KY,77.0,14.3,8.6,0.0
Sedalia,MO,82.2,10.7,6.9,0.2
Sedgwick,CO,66.2,21.2,12.0,0.6
Selby,SD,75.3,15.8,8.6,0.3
Selfridge,ND,32.9,56.8,10.2,0.1
Selinsgrove,PA,81.0,10.9,7.7,0.3
Selmer,TN,72.7,17.3,10.0,0.1
Seminary,MS,78.4,15.6,5.9,0.1
Seneca,SC,76.6,16.7,6.4,0.2
Seney,MI,76.7,18.1,5.1,0.1
Senoia,GA,80.8,14.2,4.8,0.2
Sentinel,OK,71.6,17.3,10.7,0.4
Sextons Creek,KY,69.0,24.8,5.7,0.5
Seymour,TX,62.0,16.6,21.5,0.0
Shady Dale,GA,77.4,14.4,8.1,0.1
Shalimar,FL,73.7,20.1,6.1,0.1
Shallowater,TX,77.1,15.6,7.1,0.3
Shambaugh,IA,75.9,15.4,8.4,0.3
Sharon,OK,78.9,14.3,6.6,0.2
Sharon Grove,KY,73.7,15.4,10.3,0.6
Shattuck,OK,66.5,20.8,11.5,1.2
Shawnee,OK,67.9,25.6,6.3,0.2
Shawsville,VA,72.6,17.0,10.4,0.0
Sheboygan,WI,86.8,8.7,4.4,0.1
Shellsburg,IA,79.5,13.0,7.4,0.1
Shelton,CT,81.6,9.8,8.4,0.1
Sheridan Lake,CO,50.9,35.3,13.8,0.0
Shermans Dale,PA,76.6,16.6,6.4,0.4
Sherwood,MI,81.1,12.1,6.5,0.3
Shields,ND,75.5,15.7,8.6,0.2
Shippenville,PA,78.8,14.2,6.7,0.4
Shipshewana,IN,84.1,6.6,8.7,0.6
Shirley,AR,62.9,19.2,17.7,0.2
Shoshone,ID,71.4,17.5,10.5,0.6
Shuqualak,MS,72.8,16.1,10.0,1.0
Sibley,IA,76.8,11.2,11.7,0.2
Sidney,AR,74.6,14.1,11.2,0.0
Sidney,KY,76.3,19.3,4.4,0.1
Sikeston,MO,81.1,12.0,6.7,0.2
Silver City,IA,71.8,21.1,7.1,0.0
Silver City,MS,70.4,21.1,8.1,0.3
Silver City,NM,68.9,23.5,7.0,0.6
Silver Creek,NE,75.4,11.2,13.1,0.2
Silverton,TX,62.9,23.6,12.4,1.1
Simpson,IL,74.8,18.0,6.5,0.7
Singer,LA,75.2,18.9,5.8,0.0
Sioux Falls,SD,86.1,9.2,4.6,0.1
Sitka,AK,60.1,28.2,11.7,0.0
Skagway,AK,68.2,22.5,7.5,1.8
Skamokawa,WA,63.4,27.4,9.2,0.0
Skidmore,MO,72.5,16.1,11.05,0.35
Slaterville Springs,NY,78.4,13.6,7.8,0.2
Sledge,MS,82.6,15.6,1.7,0.1
Slinger,WI,87.7,8.2,4.1,0.1
Smartville,CA,69.0,21.5,9.3,0.2
Smelterville,ID,76.9,15.8,6.8,0.4
Smithburg,WV,72.7,21.6,5.7,0.0
Smithfield,NC,77.5,17.4,5.0,0.1
Smithville,GA,68.5,25.9,4.6,1.0
Smithville,TN,79.7,13.4,6.8,0.2
Sneedville,TN,64.4,22.1,13.5,0.0
Snelling,CA,76.7,16.2,7.0,0.2
Snook,TX,69.4,21.7,8.4,0.5
Snyder,TX,77.7,16.2,6.0,0.1
Social Circle,GA,70.8,20.3,8.2,0.8
Soddy Daisy,TN,69.1,20.4,10.3,0.2
Soldier,KS,77.0,13.1,9.4,0.5
Solon Springs,WI,80.9,14.4,4.6,0.1
Somerset,OH,79.3,15.9,4.8,0.0
Somerville,OH,84.6,11.0,4.3,0.1
Sondheimer,LA,74.1,21.8,4.1,0.0
Sonora,TX,76.5,14.6,8.6,0.3
Sorento,IL,82.1,11.6,6.0,0.3
Sour Lake,TX,80.0,15.7,4.2,0.1
South Beloit,IL,85.0,10.4,4.5,0.2
South Bend,IN,85.9,9.4,4.6,0.1
South Fork,CO,68.6,18.8,12.6,0.0
South Plains,TX,73.8,16.8,9.2,0.1
South Portsmouth,KY,79.9,15.0,5.0,0.1
South Sioux City,NE,87.3,7.3,5.2,0.2
Southport,ME,73.2,13.7,12.9,0.1
Sparks,NV,72.9,16.4,10.7,0.0
Sparta,GA,68.85,26.45,4.65,0.0
Spearville,KS,81.6,12.6,5.4,0.4
Speedwell,TN,78.0,15.8,6.1,0.0
Speedwell,VA,79.1,15.5,5.2,0.2
Spencer,ID,74.4,21.5,3.4,0.7
Spirit Lake,IA,79.3,9.6,10.9,0.2
Spiritwood,ND,75.4,15.8,8.2,0.6
Spotsylvania,VA,72.4,23.1,4.4,0.1
Spring Hill,KS,80.3,13.7,5.9,0.1
Spring Lake,MI,85.8,9.1,4.9,0.1
Springdale,AR,78.7,14.7,6.3,0.3
Springfield,CO,52.1,29.1,17.2,1.6
Springfield,ID,72.7,19.5,7.4,0.5
Springfield,IL,71.0,24.2,4.6,0.2
Springfield,OH,81.5,12.8,5.4,0.2
Springfield,OR,75.9,15.8,8.0,0.2
Springport,IN,81.3,11.7,6.8,0.3
Spruce Pine,NC,78.0,16.9,5.1,0.0
Squaw Lake,MN,77.5,15.7,6.3,0.5
Stafford,KS,63.1,22.7,13.5,0.7
Stanardsville,VA,71.2,21.5,7.2,0.1
Stanberry,MO,72.7,16.4,10.2,0.7
Stanchfield,MN,83.2,11.3,5.4,0.1
Stanley,VA,76.0,17.6,6.3,0.1
Stanton,TN,75.7,17.6,6.2,0.6
Staples,MN,78.8,12.5,8.6,0.1
Stapleton,GA,76.55000000000001,16.45,6.9,0.05
Stapleton,NE,73.3,14.0,11.6,1.1
Star,TX,71.3,19.5,9.0,0.2
Starbuck,MN,77.7,13.3,8.5,0.5
Starkville,MS,60.4,36.2,2.9,0.5
Staten Island,NY,74.1,21.4,4.4,0.1
Statenville,GA,78.8,12.7,8.5,0.0
Statesville,NC,81.0,12.3,6.5,0.2
Statham,GA,82.2,13.4,4.3,0.1
Steamboat Rock,IA,77.0,13.7,8.9,0.3
Steamboat Springs,CO,83.3,9.2,7.4,0.1
Steens,MS,74.8,19.6,5.5,0.1
Stephan,SD,66.0,19.2,13.4,1.4
Stephens,AR,76.1,19.6,4.3,0.1
Sterling,IL,81.4,13.4,4.9,0.3
Sterling,VA,78.5,16.9,4.5,0.1
Sterling City,TX,64.5,20.9,14.6,0.0
Stet,MO,69.9,16.0,13.3,0.8
Stevenson,AL,75.1,17.1,7.7,0.0
Stewart,OH,63.9,31.3,4.5,0.3
Stilwell,KS,83.8,10.9,5.2,0.1
Stilwell,OK,70.5,21.9,7.3,0.4
Stinnett,TX,80.2,13.9,5.8,0.1
Stockport,IA,79.6,9.3,10.5,0.5
Stockton,MD,76.1,17.3,6.5,0.2
Stockton,MO,73.5,16.2,9.6,0.7
Stone Harbor,NJ,72.9,20.8,6.0,0.3
Stone Lake,WI,69.1,19.9,10.3,0.7
Stoneville,NC,80.6,13.3,5.9,0.2
Stony Point,NC,83.0,12.1,4.8,0.1
Stony Point,NY,78.2,15.9,5.7,0.1
Stowell,TX,77.9,15.9,6.1,0.1
Strafford,MO,79.6,11.9,8.4,0.1
Strandburg,SD,71.8,11.9,16.3,0.0
Strasburg,CO,82.6,11.6,5.6,0.2
Stratford,CA,68.2,25.7,5.9,0.2
Stratford,TX,75.1,13.2,11.3,0.4
Stratford,WI,84.5,9.7,5.5,0.3
Strawn,TX,76.7,14.1,9.0,0.2
Streetman,TX,73.6,19.0,7.3,0.2
Stringtown,OK,68.3,22.9,8.3,0.4
Stuart,FL,81.7,11.4,6.7,0.2
Suamico,WI,84.6,11.0,4.3,0.1
Sudlersville,MD,72.6,19.8,7.6,0.1
Suffolk,VA,71.7,24.1,4.1,0.1
Sugar City,CO,66.7,27.3,6.0,0.0
Sugar City,ID,83.0,10.6,6.1,0.2
Sula,MT,71.3,15.0,13.1,0.5
Sulligent,AL,79.6,15.5,3.9,0.9
Sullivan,IL,81.7,10.1,8.0,0.1
Sullivan,KY,71.2,22.6,6.0,0.2
Sulphur,LA,80.1,14.7,5.0,0.2
Sulphur Springs,TX,76.7,13.2,9.8,0.3
Summerfield,KS,75.1,13.8,10.8,0.3
Summersville,MO,70.8,21.0,7.9,0.3
Summertown,TN,75.8,14.8,9.0,0.5
Summit,MS,76.65,14.5,8.2,0.6
Summit,SD,63.8,21.1,14.6,0.5
Sumner,MO,72.3,14.5,13.0,0.2
Sunburg,MN,72.5,14.8,12.4,0.3
Sunbury,NC,74.6,21.9,3.5,0.0
Sunbury,PA,81.9,12.7,5.1,0.3
Sundance,WY,70.2,20.2,8.3,1.3
Sunnyside,WA,78.6,16.9,4.3,0.1
Sunset,LA,77.7,16.2,5.9,0.1
Suquamish,WA,65.3,27.6,7.0,0.1
Surry,VA,77.2,18.2,4.6,0.0
Sutton,AK,70.6,21.5,7.8,0.2
Swanquarter,NC,55.0,27.0,18.1,0.0
Swansea,SC,73.2,20.5,6.3,0.0
Sweet,ID,67.2,20.5,10.8,1.5
Sweetwater,TN,81.8,11.2,6.9,0.1
Sycamore,GA,76.1,16.1,7.8,0.0
Sylacauga,AL,76.6,17.5,5.9,0.0
Sylva,NC,75.6,16.2,7.8,0.4
Symsonia,KY,78.1,15.0,6.6,0.2
Syracuse,KS,64.8,16.6,17.9,0.7
Syracuse,UT,76.5,19.2,4.1,0.1
Tacoma,WA,75.9,18.7,5.3,0.1
Tahoka,TX,65.9,21.7,12.5,0.0
Talala,OK,80.5,13.4,5.9,0.2
Tallahassee,FL,64.4,31.2,4.3,0.1
Talmage,NE,75.5,15.9,8.4,0.1
Tannersville,VA,76.2,17.6,5.9,0.3
Taos Ski Valley,NM,67.4,19.7,12.9,0.0
Tappahannock,VA,77.6,17.7,4.4,0.3
Tarpley,TX,69.2,19.0,11.6,0.3
Taylor,AR,65.3,20.8,11.5,2.5
Taylor,MO,80.9,11.3,7.7,0.1
Taylor,MS,67.2,27.4,5.4,0.0
Taylorsville,KY,79.5,13.8,6.5,0.2
Taylorsville,NC,80.3,13.6,5.9,0.1
Tea,SD,83.3,10.8,5.9,0.0
Teigen,MT,57.9,22.0,18.9,1.2
Tekonsha,MI,83.7,11.9,4.3,0.1
Tell,TX,62.0,31.7,6.1,0.2
Terra Bella,CA,76.8,16.5,6.5,0.3
Terre Haute,IN,83.8,12.6,3.6,0.1
Terrebonne,OR,69.9,23.3,6.7,0.1
Terry,MT,46.4,23.6,27.4,2.6
The Dalles,OR,74.8,16.8,8.3,0.1
Thedford,NE,57.9,22.3,19.2,0.5
Theodosia,AR,77.1,13.8,9.1,0.0
Thornton,WV,79.2,16.1,4.7,0.0
Three Rivers,TX,73.5,14.2,12.1,0.2
Three Springs,PA,77.8,15.1,7.0,0.2
Tignall,GA,76.4,16.8,6.8,0.1
Tilden,NE,69.7,14.6,15.4,0.4
Tilden,TX,60.5,25.6,12.7,1.2
Tiline,KY,80.2,13.9,5.9,0.0
Tillar,AR,69.9,25.7,4.5,0.0
Timewell,IL,73.8,17.4,8.8,0.0
Timmonsville,SC,79.8,14.5,5.5,0.3
Tioga,ND,58.2,27.2,12.1,2.4
Tippecanoe,IN,81.3,10.4,7.8,0.5
Tiptonville,KY,63.1,29.9,6.4,0.5
Tobias,NE,71.8,12.1,15.8,0.3
Tokio,TX,70.2,19.7,9.8,0.3
Toledo,IL,79.7,11.2,8.4,0.8
Toledo,OH,82.9,12.2,4.7,0.2
Toluca,IL,81.0,10.6,7.8,0.6
Topeka,KS,75.3,20.0,4.6,0.1
Topton,NC,74.4,14.2,10.6,0.8
Torrey,UT,68.0,21.1,10.9,0.0
Tow,TX,72.0,11.4,16.4,0.2
Townsend,MT,65.3,21.4,12.7,0.6
Trade,TN,65.6,24.8,9.4,0.2
Trail City,SD,34.9,49.2,14.7,1.2
Treloar,MO,85.0,9.2,5.5,0.3
Trenton,MO,74.7,16.4,8.2,0.6
Trenton,NJ,78.1,17.4,4.4,0.1
Tribune,KS,64.2,19.1,16.6,0.2
Trimble,TN,77.1,16.4,6.3,0.2
Trinchera,CO,67.3,23.5,9.0,0.1
Trion,GA,80.8,12.35,6.45,0.39999999999999997
Tripp,SD,63.9,23.3,12.3,0.5
Trout,LA,73.3,20.4,6.1,0.3
Trout Creek,MT,61.7,16.3,21.4,0.6
Troy,NY,70.9,25.0,4.0,0.1
Troy,VA,67.1,24.7,8.0,0.1
Truckee,CA,71.6,15.5,12.600000000000001,0.35
Trujillo Alto,PR,68.9,21.0,10.1,0.0
Truman,MN,79.7,11.2,8.5,0.7
Trumbull,NE,78.6,13.3,7.9,0.2
Tuckasegee,NC,67.4,24.6,7.9,0.1
Tullahoma,TN,75.4,17.0,7.4,0.2
Tumacacori,AZ,68.0,20.5,11.0,0.5
Tunkhannock,PA,85.1,8.3,6.4,0.1
Tununak,AK,53.2,44.8,2.0,0.0
Turkey,TX,70.9,15.0,10.1,4.0
Tuscumbia,MO,73.8,15.9,9.6,0.7
Tuthill,SD,44.9,36.6,17.6,0.9
Tuttle,OK,76.2,17.2,6.4,0.1
Tutwiler,MS,68.5,23.7,7.5,0.3
Twin Lake,MI,84.2,11.0,4.7,0.1
Twin Lakes,CO,72.5,19.6,7.9,0.0
Two Dot,MT,51.4,9.5,33.0,6.1
Two Harbors,MN,74.8,17.4,7.8,0.1
Tylerton,MD,65.8,29.2,4.9,0.1
Tyndall,SD,61.0,21.1,17.4,0.6
Tyner,NC,65.1,23.6,10.7,0.7
Tyro,VA,69.1,16.1,14.2,0.6
Tyrone,GA,79.2,15.8,4.9,0.1
Ullin,IL,71.4,22.5,6.0,0.1
Ulysses,KS,65.3,24.2,10.0,0.5
Umpire,AR,77.5,15.1,7.4,0.0
Unalaska,AK,77.9,18.9,3.2,0.0
Underwood,IN,84.6,11.7,3.4,0.3
Union,MS,74.5,19.3,6.2,0.0
Union,SC,77.0,17.8,4.9,0.3
Union Point,GA,80.9,13.4,5.6,0.1
Union Star,KY,75.2,21.5,3.3,0.0
Uniontown,AR,80.4,14.7,4.8,0.1
Unionville,IN,73.2,21.2,5.5,0.1
Unionville,MI,81.1,12.0,6.6,0.2
University Park,IA,81.6,10.5,7.2,0.6
Upland,IN,82.6,12.9,4.4,0.1
Upland,NE,67.9,17.9,13.8,0.3
Urbana,IL,65.8,29.1,5.0,0.1
Utica,SD,77.2,14.8,7.9,0.1
Utuado,PR,58.0,34.0,7.3,0.7
Valdosta,GA,73.5,19.7,6.6,0.25
Vale,OR,70.6,19.1,9.8,0.5
Vale,SD,70.0,15.4,13.7,0.9
Vallejo,CA,76.8,12.5,10.5,0.1
Valley Center,KS,82.8,12.5,4.6,0.1
Valley Grove,WV,81.3,14.7,3.9,0.1
Valley Lee,MD,65.8,30.1,4.1,0.1
Valley Springs,AR,78.0,12.6,8.9,0.5
Valley Springs,CA,65.2,20.3,13.9,0.6
Valley Stream,NY,78.0,16.4,5.5,0.1
Vallonia,IN,86.0,8.6,5.2,0.2
