City,State,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute
Poteau,OK,81.6,11.5,0.2,2.0,1.8,2.8,22.6
Poulan,GA,86.9,8.8,0.1,0.6,0.5,3.2,27.7
Powder River,WY,82.7,10.7,0.5,1.6,1.4,3.1,17.6
Powder Springs,GA,82.9,10.0,0.5,0.4,0.5,5.7,37.3
Powderly,TX,81.9,10.1,0.0,1.9,2.9,3.2,19.0
Powellsville,NC,80.8,12.8,0.7,1.7,1.5,2.5,24.5
Powers Lake,ND,71.6,8.6,0.4,10.0,1.2,8.2,23.5
Powhattan,KS,79.9,9.1,0.2,3.2,0.6,7.0,16.6
Prairie,MS,88.9,7.8,0.1,1.4,0.6,1.1,22.0
Prairie Du Sac,WI,80.85,10.25,0.2,3.4,1.75,3.6,23.700000000000003
Prescott,WA,68.9,8.4,2.0,9.1,3.6,7.9,19.6
Presidio,TX,60.6,12.3,2.0,11.3,2.5,11.4,14.9
Preston,GA,92.3,3.0,0.0,2.3,1.9,0.4,27.0
Preston,MS,79.3,14.8,0.25,1.7,1.3,2.65,28.950000000000003
Primghar,IA,74.3,10.6,2.4,5.2,1.5,5.9,15.3
Prince George,VA,84.8,7.1,0.5,1.6,2.5,3.4,23.8
Princeton,IL,81.3,11.4,0.7,1.9,1.3,3.5,21.0
Princeton,MO,78.3,6.6,0.9,6.4,1.1,6.7,20.2
Prosser,WA,78.1,14.4,0.8,1.8,1.1,3.7,19.6
Providence,KY,82.4,11.2,0.1,3.4,1.0,1.9,25.0
Prudenville,MI,80.5,10.7,1.1,2.5,1.4,3.8,22.4
Prudhoe Bay,AK,20.1,17.0,2.8,37.9,7.9,14.3,8.4
Puerto Real,PR,78.2,8.0,0.9,4.1,7.1,1.7,24.8
Pukwana,SD,72.2,9.5,0.0,8.5,0.8,9.0,14.2
Pulaski,TN,86.6,8.4,0.3,2.0,0.6,2.2,25.9
Punta Santiago,PR,87.6,4.8,0.3,4.0,0.8,2.6,27.0
Puryear,TN,86.9,5.9,0.1,1.1,2.1,3.9,22.0
Pyote,TX,82.8,9.8,0.0,2.6,1.5,3.4,20.9
Quakertown,PA,80.4,9.9,2.1,2.6,0.9,4.1,24.9
Quebradillas,PR,87.3,3.9,0.2,6.5,0.3,1.7,27.7
Quenemo,KS,79.9,10.1,0.6,3.0,2.1,4.3,24.4
Quincy,FL,83.2,11.1,0.5,0.9,2.7,1.6,28.5
Quincy,KY,78.0,12.9,0.8,1.7,2.8,3.8,32.1
Quitman,AR,81.7,9.6,0.4,1.5,2.5,4.2,24.8
Racine,WI,83.3,8.2,1.7,2.0,1.6,3.3,23.6
Radford,VA,76.2,9.8,0.5,10.9,1.9,0.8,17.7
Rainbow,TX,84.1,12.9,0.5,0.8,0.4,1.3,28.8
Raleigh,IL,84.6,9.6,0.8,1.7,0.7,2.6,22.6
Ralls,TX,83.4,8.6,0.0,2.8,3.8,1.4,21.8
Ralston,IA,81.0,7.1,0.4,3.6,1.0,6.8,14.1
Ralston,WY,74.1,12.3,0.2,5.6,1.5,6.3,17.2
Ranburne,AL,77.6,17.7,0.1,0.2,1.0,3.4,33.3
Randolph,NE,75.94999999999999,8.399999999999999,0.15,4.0,1.5,10.0,18.15
Randolph,UT,71.4,11.4,0.3,8.1,3.3,5.5,21.9
Rapid City,SD,80.44999999999999,10.45,0.4,2.9000000000000004,0.8999999999999999,4.95,18.7
Raquette Lake,NY,72.6,10.7,0.2,5.6,5.1,5.8,23.8
Ratliff City,OK,83.1,10.9,0.6,1.5,0.8,3.0,19.4
Ravenden,AR,84.4,12.4,0.1,1.3,0.6,1.3,28.7
Ravenna,KY,74.4,21.6,0.0,1.1,1.1,1.8,27.5
Ray City,GA,89.9,3.9,0.1,0.6,2.7,2.8,25.4
Rayville,LA,89.2,6.6,0.2,0.7,1.1,2.2,19.8
Raywick,KY,80.5,10.7,0.7,3.6,0.8,3.8,21.5
Red Boiling Springs,TN,82.8,13.8,0.0,0.7,0.8,1.9,31.4
Red Bud,IL,84.0,9.3,0.1,3.5,0.4,2.7,23.7
Red Cloud,NE,75.2,9.3,0.2,5.2,0.4,9.6,19.9
Red Springs,NC,85.44999999999999,9.65,0.45,1.2000000000000002,1.25,2.05,24.45
Red Valley,AZ,76.6,10.2,0.6,5.0,1.4,6.3,28.8
Redmond,OR,75.6,8.6,0.5,2.7,3.2,9.4,18.5
Redvale,CO,43.7,8.1,17.2,11.8,6.1,13.2,20.0
Redwood Falls,MN,75.9,9.2,0.6,4.7,1.1,8.5,16.4
Reed Point,MT,64.4,8.9,5.4,7.7,2.3,11.4,19.7
Reedy,WV,79.6,14.0,0.0,1.3,1.3,3.8,31.9
Reelsville,IN,82.2,12.1,0.2,2.1,0.8,2.6,25.4
Refugio,TX,78.2,14.0,0.0,4.2,1.1,2.4,23.4
Regent,ND,74.2,5.9,1.6,5.6,0.4,12.2,20.0
Register,GA,78.7,11.1,0.9,2.5,1.5,5.3,20.6
Reinbeck,IA,81.2,7.7,0.1,4.5,1.0,5.5,19.8
Reliance,TN,85.2,9.1,0.0,2.3,0.7,2.7,29.4
Rembert,SC,84.4,10.2,0.3,2.0,1.5,1.7,22.2
Remsen,IA,81.6,8.8,0.0,2.7,1.8,5.0,18.0
Renick,MO,83.6,9.5,0.2,1.8,0.6,4.3,21.0
Reno,NV,77.6,11.4,2.1,2.7,2.2,3.9,21.5
Rensselaer,IN,84.5,9.8,0.3,2.4,0.7,2.3,26.9
Resaca,GA,86.8,9.0,0.2,1.3,1.0,1.7,25.6
Reserve,MT,72.7,13.4,0.2,7.4,0.3,6.0,12.9
Rice,TX,81.6,11.9,0.1,1.5,1.3,3.6,24.9
Riceboro,GA,81.7,11.2,0.0,1.2,0.0,6.0,25.7
Richards,TX,80.8,13.2,0.0,1.6,1.4,2.9,31.2
Richburg,SC,81.3,11.3,0.4,1.7,1.9,3.4,31.3
Richey,MT,72.6,13.9,0.2,4.9,1.7,6.7,18.4
Richfield,KS,76.3,13.0,0.0,2.8,0.6,7.3,16.0
Richfield Springs,NY,72.2,9.5,1.8,9.0,1.3,6.2,21.7
Richmond,VA,76.80000000000001,10.149999999999999,3.4000000000000004,3.0,2.25,4.35,21.65
Richton,MS,89.2,6.5,0.3,1.0,1.6,1.4,21.8
Richview,IL,83.8,7.0,0.4,4.0,0.6,4.3,23.2
Ridgeville,SC,84.2,9.9,0.0,1.2,2.0,2.7,32.8
Ridgeway,NC,86.5,8.2,0.0,0.7,0.5,4.1,29.2
Ridgway,CO,53.2,20.8,0.3,10.8,3.7,11.3,22.5
Ridgway,PA,81.7,10.3,0.7,2.9,0.4,4.0,18.2
Rifle,CO,65.9,15.5,0.4,7.0,1.3,9.9,17.0
Rincon,GA,86.1,9.5,0.1,0.5,0.8,3.0,30.7
Rincon,PR,78.0,13.25,0.0,4.0,0.5,4.199999999999999,23.0
Ringgold,LA,83.7,6.2,1.6,1.1,4.8,2.5,28.7
Ringling,MT,66.6,5.4,0.3,10.5,1.5,15.6,13.9
Ripon,CA,76.6,14.8,1.5,1.9,1.6,3.7,30.1
Rising City,NE,77.5,11.6,0.0,2.0,1.0,7.8,20.1
Rising Sun,MD,82.3,9.1,1.1,2.0,0.8,4.7,28.8
Riverside,RI,81.0,6.8,2.3,4.3,0.9,4.8,25.5
Rivervale,AR,82.8,11.9,0.1,1.4,1.0,2.9,23.6
Riviera,TX,73.5,16.7,0.0,6.0,1.8,1.9,17.8
Roanoke,IN,83.4,8.6,0.2,3.3,0.7,3.7,20.1
Roanoke,VA,82.86666666666667,8.833333333333334,1.5,2.466666666666667,1.2333333333333332,3.1,19.333333333333332
Roaring Spring,PA,83.0,9.1,0.5,3.6,1.4,2.4,19.2
Roaring Springs,TX,81.8,9.8,1.6,4.0,0.0,2.9,17.1
Robersonville,NC,85.7,10.1,0.1,1.4,0.4,2.2,23.7
Roberts,MT,63.5,14.6,1.5,8.5,3.0,8.9,27.7
Roberts,WI,82.3,8.9,0.5,1.7,1.0,5.5,28.4
Robins,IA,83.7,8.5,1.1,2.2,1.2,3.4,18.7
Robinson,IL,83.8,11.0,0.3,1.6,1.1,2.2,16.6
Robstown,TX,80.3,11.7,1.6,2.1,2.2,2.2,19.8
Rochelle,GA,84.2,7.9,0.0,2.6,1.9,3.4,27.0
Rocheport,MO,80.1,10.2,0.1,2.5,1.7,5.5,23.5
Rochester,NH,78.4,8.4,2.1,5.4,1.4,4.3,26.8
Rochester,WA,78.5,10.4,1.9,2.2,2.3,4.7,24.6
Rock Island,TN,83.9,6.2,0.2,0.7,1.7,7.3,27.9
Rockford,IA,78.7,9.3,0.7,3.6,2.2,5.5,20.7
Rockford,IL,84.6,8.8,0.3,1.2,0.6,4.5,29.1
Rockford,MN,83.3,8.2,0.8,1.4,1.5,4.8,30.4
Rockville,MD,65.4,9.8,15.8,2.1,1.3,5.6,34.5
Rockwood,TN,85.4,10.2,0.0,0.7,0.7,3.0,26.9
Rogers,AR,80.6,11.3,0.44999999999999996,1.7000000000000002,0.75,5.25,25.799999999999997
Rogerson,ID,72.2,10.0,0.2,3.3,3.4,10.9,24.8
Rolla,KS,75.4,14.2,0.0,5.6,0.4,4.5,16.1
Rolling Fork,MS,89.2,3.3,0.3,3.9,1.0,2.3,24.9
Roma,TX,68.6,20.5,0.3,4.5,1.4,4.6,22.9
Rome City,IN,82.5,10.8,0.0,1.8,2.0,2.9,22.6
Romney,IN,74.4,10.5,3.0,6.3,2.6,3.3,17.6
Roopville,GA,81.3,12.9,0.5,1.3,1.2,2.7,27.6
Roper,NC,80.5,16.0,0.0,1.7,0.3,1.5,25.9
Roscommon,MI,75.7,13.8,1.0,3.5,1.6,4.4,21.4
Roseau,MN,74.0,15.3,0.9,3.3,1.4,5.2,16.2
Roseboro,NC,83.7,11.5,0.4,2.2,0.5,1.8,25.1
Roseglen,ND,72.6,11.2,0.5,5.7,0.5,9.5,23.1
Roseville,OH,86.2,5.5,0.8,2.8,1.6,3.2,31.6
Rossburg,OH,83.6,7.8,1.0,2.2,1.0,4.4,22.8
Rosston,AR,87.4,6.5,0.2,0.4,2.1,3.4,28.4
Rossville,IN,79.7,11.6,0.2,2.0,1.3,5.2,27.2
Rotan,TX,82.5,10.4,0.0,4.0,0.8,2.3,19.7
Rowlett,TX,83.1,8.9,0.5,0.4,1.5,5.7,32.0
Roxie,MS,85.8,10.6,0.0,1.7,1.3,0.6,38.0
Rufus,OR,72.8,11.9,0.6,5.4,1.4,7.9,22.5
Rugby,ND,75.55000000000001,7.55,1.3,8.0,0.4,7.25,20.6
Rumely,MI,74.7,9.0,1.0,7.2,1.4,6.7,19.7
Runnemede,NJ,77.4,8.8,7.5,1.9,1.1,3.3,27.8
Rupert,GA,79.7,14.4,0.9,0.1,1.9,3.1,28.7
Russell,IA,82.1,7.7,0.6,2.0,1.2,6.4,22.4
Russell,KS,80.1,11.3,0.0,2.5,0.3,5.8,15.2
Russell Springs,KY,82.1,10.5,0.0,0.5,1.9,5.1,29.2
Russellville,AR,84.0,9.9,0.1,2.0,1.7,2.3,18.8
Russellville,IN,81.1,9.0,0.0,6.2,1.3,2.4,27.2
Russellville,KY,87.8,6.7,0.2,1.3,1.4,2.6,23.0
Russellville,OH,82.7,10.3,0.1,1.1,0.4,5.2,34.9
Russellville,TN,83.6,10.6,0.3,0.6,3.0,2.0,22.1
Ruston,LA,80.0,10.850000000000001,0.25,2.8,1.75,4.4,24.95
Ruth,MS,81.9,8.6,1.2,1.5,5.0,1.8,24.7
Rutherfordton,NC,75.9,13.6,0.7,1.6,2.0,6.2,25.0
Ruthville,VA,83.9,7.8,1.5,1.1,1.8,4.0,36.0
Rutledge,MO,69.4,11.3,0.0,1.7,3.3,14.3,22.7
Rutledge,TN,82.8,12.2,0.3,0.3,0.9,3.5,32.7
Sabana Grande,PR,86.7,7.4,0.5,3.1,0.9,1.4,24.7
Sacramento,KY,85.5,7.8,0.4,1.0,0.3,5.0,27.3
Sacred Heart,MN,80.7,7.1,0.3,3.4,1.4,7.1,18.4
Sadieville,KY,83.25,10.15,0.25,2.05,1.35,3.05,23.85
Safford,AL,84.4,8.3,0.2,3.5,2.6,1.1,26.5
Safford,AZ,76.7,13.5,1.2,2.7,2.2,3.7,21.3
Saginaw,MI,83.8,8.8,0.6,2.3,1.0,3.5,21.6
Saint Ansgar,IA,76.9,6.1,0.1,5.7,2.2,8.9,17.2
Saint Bonifacius,MN,73.4,8.1,7.3,3.4,2.6,5.2,23.1
Saint Clair,MO,83.6,10.8,0.6,1.6,0.7,2.7,27.9
Saint Clair Shores,MI,87.2,8.0,0.8,0.8,0.8,2.5,27.4
Saint Hilaire,MN,73.0,14.0,0.9,4.1,2.8,5.2,15.0
Saint John,ND,83.9,5.7,0.1,2.0,0.8,7.6,18.6
Saint Louis,MO,77.65,7.85,6.0,2.95,1.5,4.0,23.65
Saint Marks,FL,86.2,10.7,0.1,0.5,1.0,1.6,33.0
Saint Mary,MO,80.8,13.1,0.2,1.1,0.4,4.4,22.7
Saint Marys,GA,84.9,7.7,0.2,2.6,2.3,2.3,22.2
Saint Marys,KS,81.5,10.9,0.1,1.9,2.0,3.5,21.3
Saint Onge,SD,71.4,13.9,0.5,8.0,1.7,4.5,17.4
Saint Paris,OH,86.4,7.5,0.3,2.1,1.2,2.5,27.2
Saint Paul,MN,74.2,9.4,6.3,2.9,2.0,5.1,23.4
Saint Petersburg,FL,80.2,8.2,1.7,1.6,2.7,5.5,23.9
Saint Simons Island,GA,83.0,8.9,0.3,1.5,2.1,4.2,18.9
Saint Vincent,MN,69.2,10.5,1.8,8.6,1.0,8.9,20.3
Salem,MO,81.15,11.2,0.1,1.5,2.25,3.85,24.25
Salem,OR,73.6,14.6,1.7,3.9,2.1,4.1,22.3
Salem,VA,90.1,6.3,0.3,0.6,0.4,2.3,26.6
Salemburg,NC,79.3,15.1,0.5,1.4,0.6,3.0,26.4
Salina,OK,78.0,13.7,0.1,2.8,1.7,3.7,25.8
Salinas,CA,70.5,11.9,2.1,3.1,8.0,4.5,22.3
Salinas,PR,90.8,3.3,0.0,3.4,0.8,1.7,25.6
Salisbury,NC,83.1,9.9,0.3,1.6,1.3,3.7,23.9
Salt Lake City,UT,75.3,12.0,3.7,2.1,1.9,4.9,22.3
Saltillo,TN,87.0,5.7,0.2,0.7,1.6,4.8,23.5
Saluda,VA,83.6,9.9,0.2,0.5,2.2,3.7,32.6
Salvisa,KY,82.8,15.2,0.0,0.2,0.5,1.4,25.9
Salyersville,KY,79.6,16.9,0.1,0.6,0.6,2.2,31.7
San Acacia,NM,79.6,5.0,0.1,7.2,4.8,3.3,17.5
San Angelo,TX,79.4,0.9,0.4,4.4,1.1,13.8,22.9
San Augustine,TX,84.9,13.4,0.1,0.4,0.0,1.3,25.2
San Bernardino,CA,77.8,13.3,1.7,1.8,1.2,4.2,30.4
San Francisco,CA,35.9,7.3,33.1,10.4,6.5,6.9,31.7
San German,PR,85.2,6.25,0.95,3.55,1.05,2.95,24.15
San Juan,PR,72.55,8.25,8.35,5.25,3.1,2.5,27.3
San Juan,TX,79.0,10.5,0.3,1.2,4.4,4.6,22.1
San Lorenzo,PR,82.3,10.3,2.6,3.6,0.4,0.9,34.2
San Rafael,CA,65.2,9.0,9.9,3.2,2.6,10.1,30.2
San Sebastian,PR,89.4,3.2,0.3,3.4,0.9,2.8,27.9
San Ygnacio,TX,74.6,19.2,0.3,3.4,0.3,2.3,19.8
Sand Lake,MI,81.2,11.8,0.3,2.1,1.6,3.0,30.4
Sanders,MT,64.0,3.5,0.0,12.4,3.0,17.2,19.9
Sanderson,FL,83.9,11.7,0.1,0.7,0.6,3.0,29.6
Sandy Hook,MS,81.05000000000001,10.25,0.44999999999999996,1.0,3.7,3.55,36.349999999999994
Sandy Ridge,NC,86.5,7.6,0.1,1.2,0.9,3.8,27.8
Sanford,NC,84.35,10.149999999999999,0.2,1.2,1.2,2.95,26.049999999999997
Santa Barbara,CA,67.7,13.7,3.3,4.4,5.3,5.5,19.1
Santa Fe,NM,75.4,10.6,1.1,2.3,2.4,8.1,21.8
Santa Rosa,CA,75.9,10.2,1.9,3.2,2.2,6.5,25.0
Santa Teresa,NM,81.0,10.4,0.4,2.7,1.5,3.9,20.6
Sarahsville,OH,86.3,7.2,0.0,2.3,0.4,3.7,27.7
Sarasota,FL,82.9,7.1,0.8,1.0,2.4,5.8,22.6
Sardis,OH,84.3,8.6,1.6,2.8,0.3,2.4,32.7
Satanta,KS,76.5,14.0,0.0,3.2,1.2,5.1,15.9
Saucier,MS,80.9,12.0,0.5,3.3,1.5,1.9,30.4
Sauk Rapids,MN,81.9,9.1,1.0,1.5,1.6,4.9,23.3
Saulsbury,TN,85.4,8.3,0.1,0.6,0.3,5.3,28.2
Savage,MT,80.4,8.4,0.1,5.7,0.8,4.6,16.7
Savannah,GA,79.8,9.3,2.6,2.4,2.4,3.5,21.3
Savonburg,KS,79.8,10.5,0.7,4.4,1.4,3.2,16.3
Sawyer,OK,82.0,10.2,1.1,1.9,2.0,2.8,22.5
Saxe,VA,74.5,12.8,0.9,2.4,5.4,4.0,31.5
Scandia,KS,81.4,4.6,0.0,4.2,2.4,7.3,15.4
Schellsburg,PA,81.2,10.4,0.2,2.5,1.6,4.1,27.8
Schlater,MS,89.3,7.1,0.1,1.3,0.4,1.9,17.1
Scobey,MT,79.1,2.6,0.0,11.1,0.4,6.7,11.3
Scottown,OH,85.0,7.8,0.1,3.1,1.1,3.0,26.8
Scotts Hill,TN,85.4,10.0,0.2,1.1,0.4,3.0,24.4
Scottsville,KY,77.6,12.1,0.0,2.8,2.6,5.0,25.1
Scottsville,NY,81.4,7.7,2.9,3.2,1.2,3.5,19.9
Scottsville,VA,78.5,15.4,0.5,1.4,2.2,1.9,35.7
Seal Beach,CA,78.4,9.8,2.5,2.0,2.1,5.2,26.8
Seattle,WA,64.5,9.8,12.1,4.7,2.8,6.1,28.1
Sebasco Estates,ME,80.1,10.3,0.2,3.0,1.2,5.2,23.9
Secor,IL,83.5,8.8,0.5,2.5,1.0,3.7,23.2
Sedalia,KY,85.3,7.0,0.4,0.8,1.5,4.9,23.2
Sedalia,MO,81.7,10.6,0.6,1.9,0.5,4.6,18.6
Sedgwick,CO,70.6,15.8,1.4,4.8,1.6,5.8,19.4
Selby,SD,73.9,12.7,1.0,7.3,1.5,3.6,13.8
Selfridge,ND,66.3,14.8,0.6,5.5,0.8,12.0,17.1
Selinsgrove,PA,78.7,8.9,0.4,3.1,2.0,6.9,23.4
Selmer,TN,86.4,5.9,1.3,0.7,1.7,4.0,25.2
Seminary,MS,84.1,12.5,0.1,1.5,1.4,0.4,27.7
Seneca,SC,84.9,10.0,0.5,1.0,0.8,2.9,23.8
Seney,MI,77.4,10.5,1.1,5.5,0.8,4.7,17.8
Senoia,GA,82.0,11.0,0.7,0.2,1.5,4.6,30.5
Sentinel,OK,83.2,9.3,0.1,1.7,0.4,5.3,22.7
Sextons Creek,KY,78.6,16.1,0.0,2.3,0.8,2.1,28.5
Seymour,TX,91.3,5.6,0.0,0.5,1.2,1.4,13.0
Shady Dale,GA,80.3,13.9,0.1,0.6,1.4,3.7,35.4
Shalimar,FL,83.4,7.8,0.5,1.7,3.5,3.0,23.3
Shallowater,TX,76.8,17.7,0.1,2.3,0.7,2.4,20.1
Shambaugh,IA,81.7,8.7,0.0,4.7,1.5,3.3,15.0
Sharon,OK,88.0,7.0,0.9,0.6,1.8,1.6,18.2
Sharon Grove,KY,81.9,10.7,0.1,1.4,2.4,3.5,24.0
Shattuck,OK,84.9,6.3,0.4,2.9,0.6,4.9,21.3
Shawnee,OK,83.5,8.3,0.2,2.0,2.5,3.4,23.3
Shawsville,VA,77.4,12.1,0.0,1.4,2.0,7.2,31.9
Sheboygan,WI,84.4,7.5,0.4,3.0,1.5,3.2,18.3
Shellsburg,IA,79.8,9.4,0.1,3.8,1.9,5.1,23.9
Shelton,CT,72.4,8.3,9.9,2.6,1.2,5.6,29.4
Sheridan Lake,CO,76.8,4.5,0.4,7.0,2.4,8.8,15.1
Shermans Dale,PA,79.2,12.8,0.4,2.2,0.8,4.6,32.3
Sherwood,MI,81.4,9.5,0.4,2.2,1.4,5.1,24.2
Shields,ND,83.0,9.6,0.0,1.7,0.5,5.1,20.1
Shippenville,PA,81.7,7.8,0.2,4.8,1.2,4.3,23.1
Shipshewana,IN,52.1,27.0,0.5,2.9,11.5,6.1,22.7
Shirley,AR,76.9,12.8,0.0,0.8,3.3,6.2,25.2
Shoshone,ID,73.80000000000001,12.0,0.65,3.5,3.4,6.65,29.1
Shuqualak,MS,74.2,14.1,2.2,4.1,0.6,4.8,27.6
Sibley,IA,74.4,12.4,0.0,6.8,1.9,4.5,17.7
Sidney,AR,78.5,14.7,0.0,1.5,1.8,3.5,28.9
Sidney,KY,83.6,9.8,0.8,2.7,0.9,2.2,24.5
Sikeston,MO,80.7,13.5,0.2,0.7,0.7,4.1,18.6
Silver City,IA,81.4,8.8,2.1,2.4,1.2,4.1,24.3
Silver City,MS,87.1,8.9,0.1,0.5,0.5,3.0,28.0
Silver City,NM,80.2,10.0,0.4,3.1,0.5,5.8,18.0
Silver Creek,NE,77.8,8.1,0.3,4.7,1.3,7.8,18.7
Silverton,TX,79.4,5.8,0.0,6.2,1.1,7.5,20.6
Simpson,IL,78.0,9.2,0.8,3.9,1.6,6.5,30.2
Singer,LA,81.5,10.9,0.4,2.1,3.8,1.3,30.7
Sioux Falls,SD,84.0,8.0,0.9,2.2,1.7,3.2,17.8
Sitka,AK,57.6,12.8,1.8,15.1,7.7,5.1,11.9
Skagway,AK,42.9,7.6,0.5,37.8,6.2,5.1,5.5
Skamokawa,WA,71.7,13.1,4.5,4.5,0.5,5.7,28.6
Skidmore,MO,81.25,10.1,0.2,4.25,0.8500000000000001,3.3499999999999996,19.299999999999997
Slaterville Springs,NY,62.4,9.1,6.3,14.6,1.9,5.7,18.8
Sledge,MS,87.9,7.5,1.2,2.4,0.0,1.0,21.7
Slinger,WI,85.5,7.7,0.6,1.7,1.4,3.2,24.7
Smartville,CA,76.4,13.9,1.5,1.5,1.8,5.0,30.6
Smelterville,ID,74.8,11.1,0.7,5.9,1.9,5.7,18.4
Smithburg,WV,81.4,10.4,0.0,2.4,1.7,4.0,35.7
Smithfield,NC,82.9,9.7,0.1,0.7,1.3,5.2,29.1
Smithville,GA,78.9,13.9,0.0,3.4,1.0,2.7,20.7
Smithville,TN,81.6,13.4,0.0,1.3,1.3,2.3,27.2
Sneedville,TN,82.2,7.9,2.2,1.9,1.6,4.2,32.7
Snelling,CA,76.8,12.9,0.8,2.2,3.4,3.9,26.1
Snook,TX,82.6,13.4,0.1,0.8,0.6,2.6,27.3
Snyder,TX,84.7,10.7,0.9,1.3,0.6,1.8,16.0
Social Circle,GA,85.9,6.6,0.4,0.9,1.2,5.0,27.4
Soddy Daisy,TN,79.7,12.5,0.3,2.2,0.4,4.9,32.2
Soldier,KS,78.5,9.0,0.4,6.0,0.9,5.1,15.6
Solon Springs,WI,79.9,9.2,1.5,3.8,1.9,3.7,21.3
Somerset,OH,84.0,10.5,0.7,1.9,0.6,2.2,33.2
Somerville,OH,84.8,7.8,0.7,2.2,1.0,3.5,24.1
Sondheimer,LA,86.8,7.3,0.0,1.5,0.7,3.6,13.9
Sonora,TX,79.2,12.7,0.0,1.7,1.0,5.4,16.8
Sorento,IL,75.2,7.8,1.8,9.4,0.6,5.2,22.9
Sour Lake,TX,86.3,9.8,0.1,0.9,1.0,1.9,27.0
South Beloit,IL,84.6,9.0,1.0,0.9,1.2,3.3,21.3
South Bend,IN,81.3,8.6,1.4,3.6,1.5,3.6,20.7
South Fork,CO,58.2,8.9,1.4,11.3,1.4,18.8,16.0
South Plains,TX,81.9,9.4,0.0,2.2,0.7,5.9,15.0
South Portsmouth,KY,86.8,9.9,0.4,0.9,0.5,1.6,24.2
South Sioux City,NE,81.6,12.3,0.2,1.9,1.6,2.5,15.3
Southport,ME,77.6,11.0,0.3,3.2,1.8,6.1,24.9
Sparks,NV,87.1,3.8,0.5,2.1,0.0,6.6,27.9
Sparta,GA,83.85,10.35,0.45,2.25,1.35,1.8,24.15
Spearville,KS,79.6,14.5,0.4,1.5,2.2,1.8,14.5
Speedwell,TN,86.6,10.8,0.1,0.5,0.8,1.2,26.5
Speedwell,VA,82.6,11.2,0.9,1.5,0.8,3.0,23.2
Spencer,ID,67.7,15.6,0.0,13.0,0.0,3.8,17.0
Spirit Lake,IA,79.8,8.6,0.5,2.6,1.9,6.6,16.0
Spiritwood,ND,82.8,7.9,1.1,3.5,1.0,3.7,13.6
Spotsylvania,VA,79.2,12.1,2.8,0.6,1.1,4.2,38.2
Spring Hill,KS,84.3,8.7,0.1,1.1,0.8,5.1,28.6
Spring Lake,MI,83.5,8.6,0.8,2.4,1.3,3.3,20.2
Springdale,AR,78.3,12.4,0.9,2.5,1.3,4.6,21.3
Springfield,CO,69.0,10.1,0.0,10.1,1.9,8.9,14.6
Springfield,ID,80.4,9.2,2.9,1.7,1.7,4.0,21.3
Springfield,IL,82.3,8.8,1.6,2.3,1.4,3.6,18.8
Springfield,OH,82.4,9.9,0.9,2.7,0.9,3.3,22.2
Springfield,OR,70.4,10.3,3.2,5.0,5.3,5.8,19.8
Springport,IN,86.3,8.1,0.3,1.7,0.6,3.0,26.5
Spruce Pine,NC,76.5,18.3,0.0,0.6,1.2,3.3,23.5
Squaw Lake,MN,80.7,9.9,1.0,3.3,0.9,4.3,22.5
Stafford,KS,70.1,14.3,0.0,5.2,3.4,6.9,17.8
Stanardsville,VA,83.2,11.2,0.5,0.8,1.4,2.9,29.3
Stanberry,MO,76.0,13.9,0.5,2.5,2.2,4.9,19.4
Stanchfield,MN,80.8,9.9,1.3,1.4,1.4,5.1,34.1
Stanley,VA,79.3,15.0,0.5,1.3,0.7,3.2,32.8
Stanton,TN,88.3,7.6,0.0,0.5,1.2,2.4,24.2
Staples,MN,78.2,11.1,0.8,4.4,0.9,4.7,20.8
Stapleton,GA,85.0,8.45,0.6,0.65,1.25,4.1,27.75
Stapleton,NE,65.0,7.7,0.0,4.1,0.2,23.0,27.2
Star,TX,84.4,7.6,0.0,3.5,0.6,3.8,17.4
Starbuck,MN,79.3,8.9,0.4,4.8,1.4,5.3,18.7
Starkville,MS,80.0,11.6,0.2,3.6,0.7,3.9,18.9
Staten Island,NY,56.4,8.1,29.8,2.5,0.9,2.3,42.6
Statenville,GA,73.6,16.6,1.1,1.6,3.3,3.7,25.2
Statesville,NC,81.2,11.7,0.4,0.6,2.1,4.2,27.2
Statham,GA,85.2,9.6,0.1,0.5,1.2,3.3,32.8
Steamboat Rock,IA,81.0,9.1,0.2,4.0,1.3,4.4,17.3
Steamboat Springs,CO,69.9,10.2,2.5,4.9,4.3,8.2,17.3
Steens,MS,86.0,9.9,0.1,0.9,1.3,1.7,21.0
Stephan,SD,68.2,2.8,1.5,10.1,2.7,14.7,14.7
Stephens,AR,85.3,6.8,0.1,3.8,1.5,2.5,17.1
Sterling,IL,83.6,9.5,0.3,1.7,2.3,2.7,19.2
Sterling,VA,78.3,8.8,3.5,1.7,1.0,6.8,33.0
Sterling City,TX,73.4,6.8,0.0,2.8,2.6,14.3,19.5
Stet,MO,78.4,9.2,0.7,3.1,1.2,7.3,25.7
Stevenson,AL,88.1,7.4,0.1,1.3,0.7,2.4,25.4
Stewart,OH,69.7,7.9,0.7,14.8,2.3,4.5,20.4
Stilwell,KS,85.5,7.1,0.4,0.8,0.8,5.4,21.0
Stilwell,OK,83.8,10.6,0.1,2.4,0.6,2.4,23.0
Stinnett,TX,84.3,10.8,0.2,0.9,1.0,2.8,19.7
Stockport,IA,74.0,5.3,0.1,5.1,2.7,12.8,14.6
