City,population,minimum_age,maximum_age
Barrow,9237,5.0,79.0
Barry,18306,0.0,84.0
Barryton,10697,0.0,84.0
Barrytown,8754,0.0,79.0
Barryville,5715,0.0,84.0
Barstow,17199,0.0,84.0
Bartelso,6861,0.0,84.0
Bartlesville,16955,0.0,84.0
Bartlett,45991,0.0,84.0
Bartley,15886,0.0,84.0
Barto,6388,0.0,84.0
Barton,28377,0.0,84.0
Barton City,8899,10.0,84.0
Bartonsville,5622,5.0,84.0
Bartow,25298,0.0,84.0
Barwick,6425,0.0,84.0
Basalt,15364,0.0,84.0
Basco,9617,0.0,84.0
Bascom,17856,0.0,84.0
Basehor,6099,0.0,84.0
Basile,6732,0.0,84.0
Basin,10740,0.0,84.0
Baskerville,15589,0.0,84.0
Baskin,6920,5.0,84.0
Basking Ridge,5935,0.0,79.0
Basom,9618,0.0,84.0
Bass Harbor,12976,0.0,84.0
Bass Lake,10497,0.0,84.0
Bassett,19244,0.0,84.0
Bassfield,7015,0.0,84.0
Bastian,7133,0.0,79.0
Bastrop,17744,0.0,84.0
Basye,8140,0.0,84.0
Batavia,34747,0.0,84.0
Batchelor,8692,0.0,84.0
Batchtown,8608,0.0,79.0
Bates,6316,0.0,74.0
Bates City,10883,5.0,84.0
Batesburg,8329,0.0,79.0
Batesland,6303,0.0,84.0
Batesville,34212,0.0,84.0
Bath,75652,0.0,84.0
Bath Springs,10315,0.0,84.0
Bathgate,12895,0.0,84.0
Baton Rouge,154229,0.0,84.0
Batson,14034,0.0,84.0
Battery Park,7217,0.0,84.0
Battiest,9565,0.0,84.0
Battle Creek,39415,0.0,84.0
Battle Ground,11110,0.0,84.0
Battle Lake,8217,5.0,79.0
Battle Mountain,7139,5.0,84.0
Battleboro,9834,0.0,79.0
Battletown,6147,10.0,84.0
Baudette,7086,10.0,84.0
Bauxite,6052,0.0,84.0
Baxley,4014,0.0,84.0
Baxter,46912,0.0,84.0
Baxter Springs,5490,0.0,84.0
Bay,7966,0.0,84.0
Bay Center,12197,0.0,84.0
Bay City,40680,0.0,84.0
Bay Minette,10110,0.0,84.0
Bay Pines,8087,0.0,84.0
Bay Port,15107,0.0,84.0
Bay Saint Louis,12711,0.0,84.0
Bay Shore,10092,5.0,84.0
Bay Springs,11048,0.0,84.0
Bay Village,12204,0.0,79.0
Bayamon,41297,0.0,84.0
Bayard,31910,0.0,84.0
Bayboro,4743,0.0,74.0
Bayfield,15368,0.0,84.0
Baylis,10823,0.0,84.0
Bayonne,7456,0.0,84.0
Bayou La Batre,13911,0.0,84.0
Bayport,19291,0.0,84.0
Bayside,35503,0.0,84.0
Baytown,14582,0.0,84.0
Bayview,6527,0.0,84.0
Bayville,17630,0.0,84.0
Bazine,4779,5.0,84.0
Beach,9900,0.0,84.0
Beach City,7114,0.0,84.0
Beach Haven,6500,0.0,84.0
Beach Lake,6717,0.0,84.0
Beachwood,12041,0.0,84.0
Beacon,19868,0.0,84.0
Beacon Falls,7923,0.0,84.0
Beale AFB,9724,0.0,84.0
Bealeton,6921,0.0,84.0
Beallsville,21455,0.0,84.0
Beals,8638,0.0,84.0
Beaman,7541,0.0,84.0
Bean Station,5537,5.0,84.0
Bear,7247,0.0,84.0
Bear Branch,7858,0.0,79.0
Bear Creek,31342,0.0,84.0
Bear Lake,10433,0.0,84.0
Bear Mountain,6876,0.0,79.0
Bear River City,10564,0.0,84.0
Bearcreek,7075,5.0,84.0
Bearden,7432,0.0,84.0
Beardsley,6739,0.0,84.0
Beardstown,9684,0.0,84.0
Bearsville,8097,0.0,79.0
Beasley,10493,0.0,84.0
Beason,4625,0.0,84.0
Beatrice,13644,0.0,84.0
Beattie,9769,0.0,84.0
Beatty,15542,0.0,84.0
Beattyville,8677,0.0,84.0
Beaufort,50592,0.0,84.0
Beaumont,105003,0.0,84.0
Beauty,8158,0.0,84.0
Beaver,61064,0.0,84.0
Beaver Bay,9569,0.0,84.0
Beaver City,8243,0.0,84.0
Beaver Creek,11452,0.0,84.0
Beaver Crossing,4748,0.0,84.0
Beaver Dam,19253,0.0,84.0
Beaver Dams,4868,0.0,84.0
Beaver Falls,18096,0.0,84.0
Beaver Island,11163,0.0,79.0
Beaver Meadows,8536,0.0,84.0
Beaver Springs,3651,0.0,84.0
Beavercreek,4536,10.0,84.0
Beaverdale,7796,0.0,84.0
Beaverdam,15606,0.0,84.0
Beaverton,48408,0.0,84.0
Beavertown,8578,5.0,84.0
Beaverville,11978,0.0,84.0
Beccaria,6472,0.0,84.0
Bechtelsville,8047,0.0,84.0
Beckemeyer,7231,0.0,84.0
Becker,7569,0.0,84.0
Becket,9032,0.0,84.0
Beckley,5458,0.0,84.0
Beckville,5644,0.0,84.0
Beckwourth,5090,0.0,84.0
Bedford,89260,0.0,84.0
Bedford Hills,6200,0.0,84.0
Bedias,9762,0.0,84.0
Bedminster,8111,0.0,84.0
Bedrock,11595,0.0,84.0
Bee,23360,0.0,84.0
Bee Branch,6417,5.0,84.0
Bee Spring,8799,5.0,84.0
Beebe,5838,0.0,84.0
Beech Bluff,5789,0.0,84.0
Beech Bottom,7402,5.0,84.0
Beech Creek,16109,0.0,84.0
Beech Grove,31799,0.0,84.0
Beech Island,7237,5.0,84.0
Beecher,7177,0.0,84.0
Beecher City,12106,0.0,84.0
Beecher Falls,4856,0.0,84.0
Beechgrove,4624,0.0,84.0
Beechmont,10455,0.0,84.0
Beedeville,11814,0.0,84.0
Beeler,3814,0.0,84.0
Beemer,7097,0.0,84.0
Beersheba Springs,11386,0.0,84.0
Beeson,5146,0.0,84.0
Beetown,5539,5.0,84.0
Beeville,15913,0.0,84.0
Beggs,8134,0.0,84.0
Bejou,10129,0.0,84.0
Bel Air,14447,0.0,84.0
Bel Alton,10334,0.0,84.0
Belcamp,5844,0.0,84.0
Belcher,13814,5.0,84.0
Belchertown,7641,0.0,79.0
Belcourt,9851,0.0,84.0
Belden,22955,0.0,84.0
Beldenville,11681,5.0,84.0
Belding,6501,0.0,84.0
Belen,7949,5.0,84.0
Belews Creek,6313,0.0,84.0
Belfair,10913,0.0,84.0
Belfast,23067,0.0,84.0
Belfield,8752,0.0,84.0
Belford,7224,0.0,84.0
Belfry,16348,0.0,84.0
Belgium,6756,5.0,84.0
Belgrade,44802,0.0,84.0
Belgrade Lakes,8303,0.0,84.0
Belhaven,6758,0.0,84.0
Belington,7817,0.0,84.0
Belk,7728,5.0,84.0
Belknap,7996,5.0,84.0
Bell,20076,0.0,84.0
Bell Buckle,9627,0.0,84.0
Bell City,17857,0.0,84.0
Bella Vista,22814,0.0,84.0
Bellaire,30504,0.0,84.0
Bellamy,15442,0.0,84.0
Bellbrook,8915,0.0,74.0
Belle,17468,0.0,84.0
Belle Center,7830,0.0,79.0
Belle Chasse,9831,0.0,84.0
Belle Fourche,7596,0.0,84.0
Belle Glade,6871,0.0,84.0
Belle Haven,10602,0.0,74.0
Belle Mead,5179,0.0,84.0
Belle Mina,10040,0.0,84.0
Belle Plaine,35868,0.0,84.0
Belle Rive,6803,0.0,84.0
Belle Rose,6550,0.0,84.0
Belle Valley,10548,0.0,84.0
Belle Vernon,8688,5.0,84.0
Belleair Beach,9423,0.0,84.0
Bellefontaine,18106,0.0,84.0
Bellefonte,14173,10.0,84.0
Bellemont,9569,0.0,84.0
Bellerose,4594,5.0,84.0
Belleview,16401,0.0,84.0
Belleville,86308,0.0,84.0
Bellevue,134893,0.0,84.0
Bellflower,21976,0.0,84.0
Bellingham,40472,0.0,84.0
Bellmawr,12871,0.0,84.0
Bellmont,7929,0.0,84.0
Bellmore,7860,0.0,84.0
Bellona,6796,0.0,84.0
Bellows Falls,8926,0.0,84.0
Bellport,5167,0.0,79.0
Bells,13343,0.0,84.0
Bellville,12798,0.0,84.0
Bellvue,14787,0.0,84.0
Bellwood,29989,0.0,84.0
Belmar,5463,10.0,84.0
Belmond,3323,0.0,84.0
Belmont,107323,0.0,84.0
Beloit,22853,0.0,84.0
Belpre,13108,0.0,84.0
Belsano,5273,5.0,84.0
Belspring,4354,0.0,79.0
Belt,7132,5.0,84.0
Belton,27970,0.0,84.0
Beltrami,5703,0.0,84.0
Beltsville,9439,10.0,84.0
Belva,6730,0.0,84.0
Belvedere Tiburon,5586,0.0,84.0
Belvidere,51889,0.0,84.0
Belvidere Center,13164,0.0,84.0
Belview,11845,5.0,84.0
Belvue,9266,0.0,84.0
Belzoni,11560,0.0,84.0
Bement,5385,0.0,74.0
Bemidji,6320,0.0,84.0
Bemus Point,11816,0.0,79.0
Ben Bolt,8985,0.0,84.0
Ben Franklin,9034,5.0,84.0
Ben Lomond,19101,0.0,84.0
Ben Wheeler,11295,0.0,84.0
Bena,5865,0.0,84.0
Benavides,11090,0.0,84.0
Bend,28115,0.0,84.0
Bendena,5190,0.0,69.0
Bendersville,9240,0.0,84.0
Benedict,40680,0.0,84.0
Benedicta,8516,0.0,84.0
Benezett,10096,0.0,79.0
Benge,6229,0.0,84.0
Benham,3220,0.0,84.0
Benicia,9227,0.0,84.0
Benjamin,7165,0.0,84.0
Benkelman,7891,0.0,84.0
Benld,5538,0.0,84.0
Bennet,8638,0.0,84.0
Bennett,30039,0.0,84.0
Bennettsville,10738,0.0,84.0
Bennington,49849,0.0,84.0
Benoit,7742,0.0,79.0
Bensalem,7874,0.0,84.0
Bensenville,12623,0.0,79.0
Benson,33508,0.0,84.0
Bent,12385,0.0,84.0
Bent Mountain,9578,0.0,84.0
Bentley,32055,0.0,84.0
Bentleyville,7753,0.0,79.0
Benton,96317,0.0,84.0
Benton City,14937,0.0,84.0
Benton Harbor,10602,0.0,79.0
Benton Ridge,12957,0.0,79.0
Bentonia,9174,0.0,84.0
Bentonville,23830,0.0,84.0
Benwood,6999,0.0,84.0
Benzonia,12299,0.0,84.0
Berclair,6595,0.0,84.0
Berea,27183,0.0,84.0
Beresford,6808,0.0,84.0
Bergen,7367,5.0,84.0
Bergenfield,9243,0.0,84.0
Berger,9787,0.0,84.0
Bergheim,8299,0.0,84.0
Bergholz,11660,5.0,84.0
Bergland,4648,0.0,84.0
Bergoo,10266,0.0,84.0
Bergton,4070,0.0,84.0
Berino,4200,0.0,84.0
Berkeley,74369,0.0,84.0
Berkeley Heights,5569,0.0,79.0
Berkeley Springs,13032,5.0,84.0
Berkey,5965,0.0,79.0
Berkley,17957,0.0,84.0
Berkshire,13194,0.0,84.0
Berlin,91885,0.0,84.0
Berlin Center,10398,0.0,84.0
Berlin Heights,8055,0.0,84.0
Bern,20058,0.0,84.0
Bernalillo,7860,0.0,84.0
Bernard,16323,0.0,84.0
Bernardston,7539,0.0,84.0
Bernardsville,7742,0.0,84.0
Berne,15280,0.0,84.0
Bernhards Bay,6092,0.0,84.0
Bernice,7300,0.0,84.0
Bernie,7653,0.0,79.0
Bernville,6263,0.0,84.0
Berrien Center,10017,0.0,84.0
Berrien Springs,17281,0.0,84.0
Berry,12402,0.0,84.0
Berry Creek,10253,5.0,84.0
Berrysburg,9492,5.0,84.0
Berryton,9487,0.0,84.0
Berryville,16667,0.0,84.0
Bertha,6282,0.0,84.0
Berthold,9824,0.0,84.0
Berthoud,7666,0.0,84.0
Bertram,5577,0.0,84.0
Bertrand,21139,0.0,84.0
Berwick,39423,0.0,84.0
Berwind,5196,0.0,84.0
Berwyn,18132,0.0,84.0
Beryl,10616,0.0,84.0
Bessemer,37962,0.0,84.0
Bessemer City,12067,5.0,84.0
Bessie,8620,0.0,84.0
Bethalto,6642,0.0,84.0
Bethany,44915,0.0,84.0
Bethany Beach,11571,0.0,84.0
Bethel,106417,0.0,84.0
Bethel Island,11612,0.0,84.0
Bethel Park,12638,0.0,84.0
Bethel Springs,5581,0.0,84.0
Bethelridge,5663,0.0,84.0
Bethesda,28878,0.0,84.0
Bethlehem,87836,0.0,84.0
Bethpage,14963,0.0,84.0
Bethune,15573,0.0,84.0
Betsy Layne,12090,0.0,79.0
Bettendorf,6946,0.0,84.0
Betterton,7783,0.0,84.0
Bettles Field,8439,5.0,84.0
Bettsville,14008,0.0,84.0
Beulah,51842,0.0,84.0
Beulaville,7740,0.0,79.0
Beverly,59660,0.0,84.0
Beverly Hills,32840,0.0,84.0
Beverly Shores,6097,0.0,84.0
Bevier,5480,0.0,84.0
Bevington,7206,0.0,79.0
Bevinsville,10057,0.0,84.0
Bexar,7029,0.0,84.0
Beyer,8152,0.0,79.0
Bickleton,4205,5.0,84.0
Bickmore,4689,0.0,84.0
Bicknell,23832,0.0,84.0
Biddeford,6237,5.0,79.0
Biddeford Pool,8380,0.0,79.0
Biddle,7363,0.0,84.0
Bidwell,12905,0.0,84.0
Bieber,10226,0.0,79.0
Bienville,6575,0.0,84.0
Big Arm,7907,0.0,84.0
Big Bar,10280,0.0,79.0
Big Bay,8402,5.0,79.0
Big Bear City,7181,0.0,84.0
Big Bear Lake,9583,0.0,84.0
Big Bend,21967,0.0,84.0
Big Bend National Park,9210,0.0,84.0
Big Cabin,8356,0.0,84.0
Big Clifty,6113,5.0,84.0
Big Cove Tannery,8298,0.0,84.0
Big Creek,28293,0.0,84.0
Big Falls,10969,0.0,84.0
Big Flat,4476,0.0,84.0
Big Flats,6865,5.0,84.0
Big Horn,5025,0.0,84.0
Big Indian,8711,0.0,79.0
Big Island,7372,0.0,84.0
Big Lake,24186,0.0,84.0
Big Laurel,10916,0.0,84.0
Big Oak Flat,6751,0.0,84.0
Big Pine,6227,0.0,84.0
Big Pine Key,11662,0.0,84.0
Big Piney,10067,5.0,84.0
Big Pool,7377,0.0,84.0
Big Prairie,6068,0.0,84.0
Big Rapids,9561,0.0,79.0
Big Rock,19339,0.0,84.0
Big Run,5225,0.0,84.0
Big Sandy,40680,0.0,84.0
Big Sky,5964,0.0,84.0
Big Spring,7659,0.0,84.0
Big Springs,17791,0.0,84.0
Big Stone City,9439,5.0,84.0
Big Stone Gap,5384,0.0,84.0
Big Sur,6956,0.0,79.0
Big Timber,6077,0.0,84.0
Big Wells,9315,0.0,74.0
Bigelow,16487,0.0,84.0
Bigfoot,7081,5.0,79.0
Bigfork,23643,0.0,84.0
Biggers,7104,0.0,84.0
Biggs,5014,0.0,84.0
Biggsville,6594,0.0,84.0
Bighorn,7772,0.0,84.0
Bigler,9131,0.0,84.0
Biglerville,2638,5.0,84.0
Billerica,7260,0.0,84.0
Billings,47133,0.0,84.0
Billingsley,7957,0.0,84.0
Biloxi,28819,0.0,84.0
Bim,8469,0.0,84.0
Bimble,8589,0.0,84.0
Binford,3267,0.0,79.0
Bingen,10238,0.0,79.0
Binger,12359,5.0,84.0
Bingham,18857,0.0,84.0
Bingham Canyon,8930,0.0,84.0
Bingham Lake,11547,0.0,79.0
Binghamton,41316,0.0,84.0
Biola,11592,0.0,84.0
Birch Harbor,9447,0.0,84.0
Birch River,10064,0.0,84.0
Birch Run,10089,5.0,84.0
Birch Tree,7068,0.0,84.0
Birchdale,7779,0.0,84.0
Birchleaf,10423,0.0,84.0
Birchwood,15701,0.0,84.0
Bird City,12649,0.0,84.0
Bird In Hand,9154,0.0,84.0
Bird Island,4878,0.0,84.0
Birds Landing,8135,0.0,84.0
Birdsboro,9593,10.0,84.0
Birdseye,8349,5.0,84.0
Birdsnest,6191,10.0,84.0
Birmingham,279738,0.0,84.0
Birnamwood,6395,5.0,84.0
Birney,11031,0.0,84.0
Bisbee,19118,0.0,84.0
Biscoe,16141,0.0,84.0
Bishop,28012,0.0,84.0
Bishop Hill,5642,0.0,79.0
Bishopville,15308,0.0,84.0
Bismarck,56970,0.0,84.0
Bison,20270,0.0,84.0
Bitely,9358,5.0,84.0
Bittinger,7806,0.0,84.0
Bivalve,5968,10.0,84.0
Bivins,6525,0.0,84.0
Biwabik,4980,5.0,84.0
Bixby,13502,0.0,84.0
Blachly,9224,0.0,74.0
Black,14169,0.0,84.0
Black Canyon City,9720,0.0,84.0
Black Creek,27504,0.0,84.0
Black Diamond,7231,5.0,84.0
Black Eagle,10551,0.0,84.0
Black Earth,8217,0.0,84.0
Black Hawk,21323,0.0,84.0
Black Lick,4510,0.0,84.0
Black Mountain,10542,0.0,84.0
Black Oak,7771,0.0,84.0
Black River,12457,0.0,84.0
Black River Falls,9084,0.0,84.0
Black Rock,9353,0.0,84.0
Blackburn,9958,0.0,84.0
Blackduck,10047,0.0,79.0
Blackey,10771,0.0,84.0
Blackfoot,9400,0.0,84.0
Blacklick,7196,5.0,84.0
Blacksburg,13513,0.0,84.0
Blackshear,7961,0.0,84.0
Blackstock,6117,0.0,79.0
Blackstone,21269,0.0,84.0
Blacksville,4515,0.0,84.0
Blackville,5884,0.0,84.0
Blackwater,17705,0.0,84.0
Blackwell,16656,0.0,84.0
Blackwood,7701,0.0,84.0
Bladen,9124,0.0,84.0
Bladenboro,5442,0.0,84.0
Bladensburg,18857,0.0,84.0
Blain,8961,5.0,84.0
Blaine,42002,0.0,84.0
Blair,38924,0.0,84.0
Blairs,11710,0.0,84.0
Blairs Mills,9545,0.0,79.0
Blairsburg,7315,0.0,84.0
Blairsden-Graeagle,3285,10.0,79.0
Blairstown,28420,0.0,84.0
Blairsville,17866,0.0,84.0
Blakely Island,11115,0.0,84.0
Blakesburg,6401,0.0,84.0
Blakeslee,13630,0.0,84.0
Blanca,6522,0.0,84.0
Blanch,2792,5.0,84.0
Blanchard,63489,0.0,84.0
Blanchardville,9693,0.0,84.0
Blanchester,5653,0.0,84.0
Blanco,24787,0.0,84.0
Bland,16739,0.0,84.0
Blandburg,7772,0.0,84.0
Blandford,6078,5.0,84.0
Blanding,7348,0.0,84.0
Blandinsville,6905,0.0,84.0
Blandon,15427,0.0,84.0
Blanket,7626,0.0,84.0
Blauvelt,5477,10.0,84.0
Bledsoe,18099,0.0,84.0
Bleiblerville,16040,0.0,84.0
Blencoe,7489,0.0,84.0
Blenheim,8769,0.0,84.0
Blessing,8160,0.0,79.0
Blevins,5939,0.0,84.0
Bliss,16926,0.0,84.0
Blissfield,14112,0.0,84.0
Block Island,11917,0.0,84.0
Blocksburg,6664,5.0,79.0
Blockton,11283,0.0,79.0
Blodgett,17693,0.0,84.0
Blomkest,7837,0.0,84.0
Bloomburg,8437,0.0,84.0
Bloomdale,7155,0.0,84.0
Bloomer,7616,0.0,84.0
Bloomery,10120,0.0,84.0
Bloomfield,89449,0.0,84.0
Bloomfield Hills,28261,0.0,84.0
Blooming Grove,19469,0.0,84.0
Blooming Prairie,10885,0.0,84.0
Bloomingburg,20271,0.0,84.0
Bloomingdale,66049,0.0,84.0
Bloomingrose,9306,0.0,84.0
Bloomington,124958,0.0,84.0
Bloomington Springs,14839,0.0,84.0
Bloomsburg,7054,0.0,84.0
Bloomsbury,8478,0.0,84.0
Bloomsdale,12242,0.0,79.0
Bloomville,13294,0.0,84.0
Blossburg,5745,0.0,84.0
Blossom,10348,5.0,84.0
Blossvale,8265,0.0,79.0
Blount,4721,0.0,84.0
Blounts Creek,8352,0.0,79.0
Blountstown,9487,0.0,84.0
Blountsville,14845,0.0,84.0
Blountville,8101,0.0,84.0
Blowing Rock,11890,0.0,84.0
Bloxom,7595,0.0,74.0
Blue,6514,0.0,84.0
Blue Bell,3919,0.0,84.0
Blue Creek,10911,0.0,84.0
Blue Diamond,9488,0.0,84.0
Blue Earth,9302,0.0,84.0
Blue Eye,9578,0.0,84.0
Blue Gap,7242,0.0,84.0
Blue Grass,14664,0.0,84.0
Blue Hill,16781,0.0,84.0
Blue Island,10962,0.0,84.0
Blue Lake,5635,0.0,84.0
Blue Mound,15635,0.0,84.0
Blue Mounds,7516,0.0,84.0
Blue Mountain,15203,0.0,84.0
Blue Mountain Lake,3991,0.0,79.0
Blue Point,5009,0.0,84.0
Blue Rapids,5506,0.0,84.0
Blue Ridge,24641,0.0,84.0
Blue Ridge Summit,11428,0.0,84.0
Blue River,25254,0.0,84.0
Blue Rock,7281,0.0,84.0
Blue Springs,35854,0.0,84.0
Bluebell,7882,0.0,84.0
Bluefield,17714,0.0,84.0
Bluejacket,9676,0.0,84.0
Bluemont,5589,0.0,84.0
Bluewater,7208,0.0,84.0
Bluff,9626,0.0,84.0
Bluff City,27614,0.0,84.0
Bluff Dale,8486,0.0,84.0
Bluff Springs,10739,5.0,84.0
Bluffs,6386,0.0,79.0
Bluffton,41142,0.0,84.0
Bluford,6190,0.0,84.0
Blum,8917,0.0,84.0
Blunt,7591,0.0,84.0
Bly,7624,0.0,84.0
Blythe,15333,0.0,84.0
Blythedale,9048,5.0,84.0
Blytheville,7193,0.0,79.0
Blythewood,5903,0.0,79.0
Boalsburg,11450,0.0,79.0
Boardman,10385,0.0,84.0
Boaz,25754,0.0,84.0
Bob White,9920,0.0,84.0
Bobtown,7421,0.0,84.0
Boca Grande,4734,0.0,84.0
Boca Raton,69395,0.0,84.0
Bock,7589,0.0,84.0
Bode,6572,0.0,84.0
Bodega,15854,0.0,84.0
Bodega Bay,10127,0.0,84.0
Bodfish,9660,10.0,84.0
Boelus,7660,0.0,84.0
Boerne,18557,0.0,84.0
Bogalusa,8642,5.0,84.0
Bogard,6812,0.0,84.0
Bogart,6495,0.0,84.0
Bogata,7977,0.0,84.0
Boggstown,7393,5.0,84.0
Bogota,17797,0.0,84.0
Bogue,13864,0.0,84.0
Bogue Chitto,7479,0.0,84.0
Bohannon,9809,0.0,84.0
Bohemia,8423,0.0,84.0
Boiceville,7066,0.0,84.0
Boiling Springs,14365,0.0,84.0
Bois D Arc,12547,0.0,84.0
Boise,84714,0.0,84.0
Boise City,10543,0.0,84.0
Boissevain,9545,0.0,84.0
Bokchito,8059,0.0,84.0
Bokeelia,4927,0.0,84.0
Bokoshe,4091,0.0,84.0
Bolckow,10997,0.0,84.0
Boles,7264,0.0,84.0
Boley,7243,0.0,84.0
Boligee,5328,0.0,79.0
Bolinas,10929,0.0,84.0
Boling,6267,0.0,84.0
Bolingbrook,14588,0.0,84.0
Bolivar,43547,0.0,84.0
Bolivia,8716,0.0,84.0
Bolt,6733,0.0,84.0
Bolton,40176,0.0,84.0
Bolton Landing,8782,0.0,84.0
Bombay,4847,0.0,84.0
Bomont,10660,0.0,79.0
Bomoseen,4587,0.0,84.0
Bon Air,15680,0.0,84.0
Bon Aqua,9490,0.0,84.0
Bon Secour,8753,10.0,84.0
Bon Wier,12188,0.0,84.0
Bonaire,10348,5.0,84.0
Bonanza,12518,0.0,84.0
Bonaparte,10693,0.0,84.0
Boncarbo,10247,0.0,79.0
Bond,4035,0.0,79.0
Bondsville,11483,0.0,84.0
Bonduel,9606,0.0,84.0
Bondurant,13507,0.0,84.0
Bondville,17190,0.0,84.0
Bone Gap,6014,0.0,84.0
Bonesteel,6539,0.0,84.0
Bonfield,7510,0.0,84.0
Bonham,12501,0.0,74.0
Bonifay,5921,5.0,79.0
Bonita,14967,0.0,84.0
Bonita Springs,22542,0.0,84.0
Bonne Terre,12817,0.0,84.0
Bonneau,6986,0.0,79.0
Bonner,7865,0.0,84.0
Bonner Springs,14788,0.0,79.0
Bonnerdale,7950,10.0,84.0
Bonners Ferry,5137,5.0,84.0
Bonnie,7623,0.0,84.0
Bonnieville,5284,0.0,84.0
Bonnots Mill,13061,0.0,84.0
Bonnyman,5446,0.0,84.0
Bono,12336,0.0,84.0
Bonsall,8388,0.0,84.0
Boody,12119,0.0,84.0
Booker,8349,0.0,84.0
Boomer,14757,0.0,84.0
Boon,5811,0.0,84.0
Boone,21384,0.0,84.0
Boones Mill,6771,0.0,84.0
Booneville,27753,0.0,84.0
Boons Camp,8056,0.0,84.0
Boonsboro,8020,0.0,84.0
Boonton,7694,15.0,84.0
Boonville,40040,0.0,84.0
Boothbay,9954,0.0,84.0
Boothbay Harbor,15634,0.0,84.0
Boothville,6096,0.0,84.0
Boqueron,10252,0.0,84.0
Borden,10056,5.0,84.0
Bordentown,4004,0.0,84.0
Borger,5024,0.0,84.0
Boring,10951,0.0,84.0
Boron,7741,0.0,79.0
Borrego Springs,8725,5.0,84.0
Borup,9192,0.0,79.0
Boscobel,16105,0.0,84.0
Bosler,5383,0.0,84.0
Bosque,8951,0.0,79.0
Bosque Farms,7585,5.0,74.0
Boss,7621,0.0,74.0
Bossier City,17641,0.0,84.0
Bostic,10709,0.0,84.0
Boston,214903,0.0,84.0
Bostwick,6172,0.0,84.0
Boswell,20271,0.0,84.0
Bosworth,9684,0.0,84.0
Bothell,25874,0.0,84.0
Botkins,12001,0.0,84.0
Bottineau,5763,0.0,84.0
Bouckville,7372,0.0,84.0
Boulder,69162,0.0,84.0
Boulder City,8832,0.0,79.0
Boulder Creek,7659,0.0,84.0
Boulder Junction,11913,0.0,84.0
Boulevard,7374,0.0,84.0
Bound Brook,8669,0.0,84.0
Bountiful,7317,0.0,84.0
Bourbon,19685,0.0,84.0
Bourbonnais,10258,5.0,84.0
Bourg,10971,0.0,84.0
Bourneville,8475,0.0,84.0
Bouse,6452,0.0,84.0
Bouton,8092,0.0,84.0
Boutte,10403,0.0,79.0
Bovey,11116,0.0,74.0
Bovill,7701,0.0,84.0
Bovina,6982,0.0,84.0
Bovina Center,15572,0.0,84.0
Bow,13720,0.0,84.0
Bowbells,8782,0.0,84.0
Bowden,12317,0.0,74.0
Bowdle,7584,0.0,84.0
Bowdoin,6984,5.0,84.0
Bowdoinham,8814,0.0,84.0
Bowdon,15283,5.0,84.0
Bowen,9224,0.0,79.0
Bowers,6963,0.0,84.0
Bowerston,8287,5.0,84.0
Bowersville,14370,0.0,84.0
Bowie,57038,0.0,84.0
Bowlegs,11027,5.0,79.0
Bowler,7855,10.0,84.0
Bowling Green,91931,0.0,84.0
Bowlus,7156,0.0,79.0
Bowman,26540,0.0,84.0
Bowmanstown,9018,0.0,84.0
Bowmansville,12961,0.0,84.0
Box Elder,15960,0.0,84.0
Box Springs,7663,0.0,79.0
Boxborough,6365,0.0,79.0
Boxford,5079,0.0,84.0
Boyce,19891,0.0,84.0
Boyceville,6318,0.0,84.0
Boyd,35232,0.0,84.0
Boyden,7426,0.0,84.0
Boyds,8535,0.0,84.0
Boydton,8774,0.0,84.0
Boyers,6730,0.0,84.0
Boyertown,8732,0.0,84.0
Boykin,8625,0.0,84.0
Boykins,10269,0.0,84.0
Boyle,7470,0.0,84.0
Boylston,7983,0.0,84.0
Boyne City,6892,0.0,84.0
Boyne Falls,15081,0.0,84.0
Boynton,15529,0.0,84.0
Boynton Beach,30937,0.0,84.0
Boys Ranch,4159,0.0,79.0
Boys Town,7438,0.0,84.0
Bozeman,17794,0.0,84.0
Bozman,7909,0.0,84.0
Bozrah,8541,5.0,79.0
Braceville,6018,0.0,84.0
Bracey,7395,0.0,84.0
Brackenridge,9908,5.0,84.0
Brackettville,8326,0.0,84.0
Brackney,6908,5.0,79.0
Braddock,17909,0.0,84.0
Braddock Heights,9684,5.0,84.0
Braddyville,5027,0.0,84.0
Bradenton,67876,0.0,84.0
Bradenton Beach,8744,0.0,84.0
Bradenville,8041,5.0,84.0
Bradford,79350,0.0,84.0
Bradfordsville,4889,0.0,84.0
Bradfordwoods,5966,0.0,84.0
Bradgate,15905,0.0,84.0
Bradley,65077,0.0,84.0
Bradley Beach,4175,0.0,84.0
Bradleyville,6304,0.0,79.0
Bradner,6424,0.0,84.0
Bradshaw,14795,0.0,84.0
Brady,21548,0.0,84.0
Bradyville,10519,0.0,84.0
Bragg City,7152,0.0,84.0
Braggadocio,9801,0.0,79.0
Braggs,4515,0.0,84.0
Braham,10296,0.0,84.0
Braidwood,8291,0.0,84.0
Brainard,18265,0.0,84.0
Brainerd,8392,0.0,84.0
Braintree,11452,0.0,84.0
Braithwaite,6147,0.0,84.0
Braman,6856,0.0,84.0
Bramwell,8226,0.0,79.0
Branch,21863,0.0,84.0
Branchdale,5853,5.0,84.0
Branchland,9376,0.0,79.0
Branchport,11406,0.0,79.0
Branchville,30658,0.0,84.0
Brandamore,4368,0.0,84.0
