City,PrivateWork,PublicWork,SelfEmployed,FamilyWork
Waterloo,79.63333333333334,15.366666666666667,4.933333333333333,0.10000000000000002
Waterproof,68.7,22.3,9.0,0.0
Wathena,73.1,18.1,7.6,1.2
Watkins Glen,74.7,15.3,9.9,0.1
Watrous,50.7,43.9,5.2,0.2
Watseka,78.6,11.6,9.5,0.3
Waubun,59.2,32.4,8.2,0.2
Wauchula,78.9,14.7,6.3,0.1
Waucoma,79.0,10.6,10.2,0.2
Waupaca,80.2,14.5,5.1,0.2
Waurika,71.8,16.9,11.1,0.1
Wautoma,78.8,13.8,7.2,0.2
Waverly,79.75,13.149999999999999,6.949999999999999,0.15000000000000002
Waxahachie,78.5,14.2,7.3,0.1
Waycross,74.3,17.2,7.9,0.6
Wayland,74.0,15.7,9.9,0.4
Wayne,77.2,14.6,7.8,0.4
Waynesboro,80.5,16.0,3.5,0.0
Waynesburg,78.3,13.8,7.8,0.1
Waynesville,77.0,15.7,7.3,0.0
Waynetown,80.4,12.5,6.8,0.4
Weatherford,76.6,15.2,8.0,0.2
Weaubleau,72.4,17.2,10.4,0.0
Webb,81.1,9.9,8.6,0.3
Webb City,81.9,11.2,6.8,0.2
Webbville,66.6,24.3,8.3,0.9
Webster,70.0,16.3,13.2,0.4
Weinert,62.4,22.5,15.0,0.2
Weirton,79.5,16.5,4.0,0.0
Welch,68.5,21.9,9.5,0.1
Welcome,79.8,9.3,10.5,0.3
Welda,68.0,13.1,18.7,0.3
Wellington,70.7,18.3,11.0,0.0
Wellman,70.7,19.2,9.9,0.2
Wellston,75.7,18.4,5.8,0.0
Wellsville,75.8,13.8,10.1,0.4
Wellton,73.1,21.9,4.9,0.1
Wenden,60.8,31.3,7.9,0.0
West Branch,79.3,11.9,8.7,0.1
West Fargo,82.9,12.6,4.5,0.1
West Harrison,85.2,9.5,5.0,0.3
West Liberty,76.10000000000001,17.466666666666665,6.266666666666667,0.23333333333333336
West Monroe,79.8,15.7,4.4,0.1
West Palm Beach,82.6,10.8,6.5,0.1
West Pawlet,76.7,14.4,8.7,0.3
West Point,81.1,12.7,5.8,0.4
West Salem,83.25,9.55,7.0,0.15
Westcliffe,49.9,23.3,26.6,0.2
Westerville,80.0,14.2,5.7,0.1
Westfield,80.0,12.6,7.3,0.2
Westhope,67.7,16.7,15.0,0.6
Weston,74.3,19.0,6.5,0.2
Westpoint,69.4,22.5,8.1,0.0
Westport,71.9,13.3,13.200000000000001,1.5
Wewahitchka,69.6,24.2,5.9,0.3
Wheatland,63.4,21.8,14.8,0.0
Wheelersburg,75.9,18.8,4.9,0.4
White City,75.6,13.7,10.6,0.1
White House,79.1,12.9,7.8,0.2
White Lake,86.1,8.8,5.0,0.2
White Mountain,50.6,44.0,5.2,0.2
White Pigeon,84.5,9.4,5.9,0.1
White Sulphur Springs,76.3,16.4,7.1,0.1
Whitehall,63.2,22.3,13.399999999999999,1.1
Whites City,79.2,15.6,5.3,0.0
Whitewater,59.0,24.2,15.2,1.6
Whiting,76.1,11.5,12.2,0.2
Whitman,58.5,21.6,18.6,1.3
Whitney,77.1,15.0,7.6,0.3
Whitwell,75.65,15.2,9.0,0.1
Wibaux,56.2,28.4,14.7,0.7
Wichita,77.7,17.4,4.7,0.2
Wichita Falls,74.6,19.2,6.0,0.2
Wilderville,76.0,13.2,10.7,0.1
Wildorado,78.0,13.6,7.9,0.5
Wildrose,54.9,15.3,29.8,0.0
Wildwood,79.6,13.4,7.0,0.1
Willard,74.5,18.4,6.9,0.2
Williams,75.25,16.05,8.65,0.05
Williamsburg,69.68333333333332,24.483333333333334,5.483333333333333,0.35000000000000003
Williamson,77.3,17.7,4.6,0.3
Williamsville,74.3,12.4,13.2,0.1
Williston,80.3,12.4,6.9,0.4
Willmar,78.1,14.3,7.1,0.5
Willow,61.9,27.0,10.8,0.4
Wilmar,68.2,23.5,7.9,0.4
Wilmington,74.80000000000001,16.5,8.5,0.25
Wilmore,62.7,20.4,16.4,0.5
Wilmot,77.6,11.7,10.7,0.1
Wilsey,66.5,19.3,13.7,0.5
Wilson,68.3,26.1,5.6,0.0
Wilton,74.0,22.1,3.9,0.0
Wimberley,73.5,19.4,7.0,0.2
Winamac,81.0,12.3,6.6,0.1
Winchester,79.75,14.299999999999999,5.65,0.32499999999999996
Winder,70.0,22.9,6.9,0.2
Windfall,82.1,12.1,5.5,0.2
Winnebago,52.4,37.8,9.8,0.0
Winnemucca,69.3,26.7,4.0,0.0
Winnsboro,73.65,14.649999999999999,11.15,0.55
Winona,59.8,23.0,16.9,0.3
Winslow,80.8,10.4,8.7,0.1
Winter Park,84.7,10.35,4.85,0.1
Winters,67.7,19.9,12.1,0.4
Winterville,74.1,17.4,8.4,0.1
Wister,66.8,25.2,7.7,0.3
Witten,57.7,19.6,22.3,0.5
Wolf Point,48.8,22.2,27.8,1.2
Woodburn,82.3,11.1,6.2,0.5
Woodbury,77.3,14.1,8.1,0.5
Woodland,72.7,21.76666666666667,5.199999999999999,0.3666666666666667
Woodville,63.5,21.5,15.0,0.0
Woodward,74.3,19.7,5.8,0.2
Worland,70.5,20.25,8.75,0.6
Worthington,78.3,9.4,11.6,0.7
Wray,75.6,15.899999999999999,8.35,0.15000000000000002
Wynne,76.9,17.2,6.0,0.0
Wyoming,81.4,13.3,5.2,0.2
Yabucoa,65.1,27.6,7.3,0.0
Yakutat,52.8,37.1,10.1,0.0
Yale,77.8,13.9,8.0,0.3
Yancey,73.6,17.3,9.0,0.1
Yazoo City,74.3,18.9,6.6,0.2
Yeso,66.2,25.5,8.2,0.0
Yoakum,72.9,16.05,10.85,0.2
York,84.1,11.1,4.7,0.1
Yorkshire,85.1,9.8,4.8,0.3
Young America,82.0,13.3,4.5,0.2
Young Harris,71.0,18.9,10.1,0.0
Youngstown,82.3,12.3,5.3,0.1
Youngsville,82.0,11.2,6.6,0.2
Ypsilanti,76.4,18.6,4.7,0.2
Yuma,61.0,24.2,14.5,0.3
Zachary,77.2,18.0,4.7,0.1
Zalma,79.4,10.6,10.0,0.1
Zebulon,79.5,14.8,5.6,0.1
Zeigler,76.8,16.4,6.6,0.2
Zenda,69.7,14.6,15.6,0.1
Zwingle,79.3,10.1,10.4,0.2
